0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,1,1,2,2,2,2,2,3,3,1,2
0,0,0,0,0,0,0,0,3,3,1,1,2,2,2,3,3,1,1,3,3,3,1,1,2,1
0,0,0,1,1,1,3,3,0,0,1,1,3,3,0,1,1,3,3,2,2,2,2,2,2,5
0,0,0,1,1,1,3,3,1,1,3,3,0,0,2,2,2,2,2,0,0,0,1,1,3,4
0,0,0,1,1,1,3,3,2,2,2,2,2,2,1,3,3,0,0,1,1,1,3,3,0,3
0,0,0,2,2,2,1,1,0,0,2,2,1,1,0,2,2,1,1,3,3,3,3,3,3,7
0,0,0,2,2,2,1,1,1,1,0,0,2,2,3,3,3,3,3,0,0,0,2,2,1,8
0,0,0,2,2,2,1,1,3,3,3,3,3,3,1,0,0,2,2,1,1,1,0,0,2,6
0,1,3,0,3,2,3,2,3,2,0,3,1,0,0,1,2,0,2,2,3,1,2,0,1,9
0,1,3,0,3,2,3,2,0,3,1,0,2,1,2,3,1,3,0,1,2,3,1,2,0,11
0,1,3,0,3,2,3,2,2,0,3,1,0,2,1,2,3,2,3,3,1,2,0,1,3,10
0,1,3,2,0,3,2,1,2,1,2,1,2,0,1,1,0,3,1,3,2,0,1,0,1,14
0,1,3,2,0,3,2,1,0,2,3,2,3,2,2,2,1,0,3,0,3,2,3,1,2,13
0,1,3,2,0,3,2,1,1,0,1,3,0,3,3,0,2,1,0,2,0,3,0,3,0,12
0,1,3,3,2,0,1,3,2,3,0,1,1,3,2,0,1,1,2,2,1,0,3,2,2,17
0,1,3,3,2,0,1,3,3,1,1,2,3,0,3,1,3,2,0,1,0,2,2,1,0,16
0,1,3,3,2,0,1,3,1,2,2,0,0,1,0,3,0,0,1,0,2,1,1,3,3,15
0,2,1,1,2,3,3,0,3,2,1,0,0,2,2,0,2,3,1,1,3,0,0,2,2,19
0,2,1,1,2,3,3,0,0,3,3,1,1,0,3,1,0,0,3,0,1,3,3,0,1,20
0,2,1,1,2,3,3,0,2,0,0,3,2,1,1,2,1,1,0,3,0,1,2,3,3,18
0,2,1,2,3,1,2,3,1,3,2,3,2,3,0,0,1,2,0,3,1,2,1,2,1,23
0,2,1,2,3,1,2,3,3,0,3,0,3,1,2,1,3,0,1,1,2,3,2,0,3,21
0,2,1,2,3,1,2,3,0,1,0,2,1,2,3,3,0,1,2,2,3,1,0,1,0,22
0,2,1,3,1,2,0,2,2,3,1,2,0,1,0,3,2,3,2,0,3,2,0,3,1,25
0,2,1,3,1,2,0,2,3,1,2,0,1,3,3,2,0,2,1,3,2,0,3,1,0,26
0,2,1,3,1,2,0,2,1,2,0,1,3,0,1,0,3,1,3,2,0,3,1,0,2,24
0,3,2,0,1,3,1,2,1,3,0,2,3,1,3,2,1,3,1,2,1,0,2,1,3,27
0,3,2,0,1,3,1,2,3,0,2,3,1,2,2,1,0,1,0,1,0,2,1,3,2,28
0,3,2,0,1,3,1,2,0,1,3,0,2,3,1,0,2,0,3,0,2,1,3,2,0,29
0,3,2,1,3,0,0,1,2,1,1,3,3,2,0,2,0,1,3,1,2,3,0,1,1,32
0,3,2,1,3,0,0,1,0,2,2,1,0,3,1,3,2,2,1,3,1,2,2,0,0,31
0,3,2,1,3,0,0,1,1,0,3,2,2,0,3,0,3,3,2,2,3,1,1,2,3,30
0,3,2,3,0,1,2,0,2,3,2,0,3,0,2,2,3,0,2,3,0,1,0,2,1,35
0,3,2,3,0,1,2,0,3,1,0,1,0,1,0,3,1,2,3,0,1,3,2,3,2,33
0,3,2,3,0,1,2,0,1,2,1,2,1,3,1,1,2,3,0,1,3,0,3,0,3,34
0,0,2,1,2,3,2,3,2,3,1,2,0,1,1,0,3,1,3,3,2,0,3,1,0,9
0,0,2,1,2,3,2,3,3,1,2,0,1,3,0,3,2,3,2,2,0,3,1,0,2,10
