0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,4,4,4,4,4,4,12
0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,2,2,2,2,2,2,2,0
0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,12
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,4,4,4,4,4,4,0
0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,2,0,0,5,1,4,1,2,3,20
0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,2,2,1,3,0,3,4,5,8
0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,3,5,2,5,0,1,20
0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,3,5,2,5,0,1,8
0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,2,2,1,3,0,3,4,5,20
0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,2,0,0,5,1,4,1,2,3,8
0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,2,0,1,4,3,3,1,5,5,5
0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,2,2,1,1,5,3,3,17
0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,2,0,0,5,5,3,1,1,17
0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,2,0,0,5,5,3,1,1,5
0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,2,2,1,1,5,3,3,5
0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,2,0,1,4,3,3,1,5,5,17
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,2,1,0,1,2,3,5,1,0,7
0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,2,3,4,5,1,3,2,19
0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,2,1,5,0,1,3,5,4,7
0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,2,1,5,0,1,3,5,4,19
0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,2,3,4,5,1,3,2,7
0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,2,1,0,1,2,3,5,1,0,19
0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,4,2,0,5,3,3
0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,2,2,2,5,2,0,4,3,1,3
0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,3,0,4,2,1,5,15
0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,3,0,4,2,1,5,3
0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2,2,2,5,2,0,4,3,1,15
0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,4,2,0,5,3,15
0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,2,4,5,1,0,2,4,1
0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,2,3,5,4,0,2,13
0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,2,1,0,1,3,2,4,0,13
0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,2,2,1,0,1,3,2,4,0,1
0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,2,3,5,4,0,2,1
0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,2,4,5,1,0,2,4,13
0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,3,3,5,0,5,0,18
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,5,5,1,2,1,2,18
0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,2,0,1,1,3,4,3,4,18
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,3,4,3,4,6
0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,5,5,1,2,1,2,6
0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,2,1,2,3,3,5,0,5,0,6
0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,1,2,3,0,1,4,4,1,21
0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,2,0,1,4,5,2,2,5,21
0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,5,2,3,0,0,3,9
0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,5,2,3,0,0,3,21
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2,0,1,4,5,2,2,5,9
0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,2,1,2,3,0,1,4,4,1,9
