0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1
0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2
0,0,0,2,1,0,1,2,0,0,0,0,2,1,0,1,2,0,0,0,0,2,1,0,1,2,0,3
0,0,0,2,1,0,1,2,0,1,1,1,0,2,1,2,0,1,2,2,2,1,0,2,0,1,2,4
0,0,0,2,1,0,1,2,0,2,2,2,1,0,2,0,1,2,1,1,1,0,2,1,2,0,1,5
0,0,1,1,2,1,0,2,1,0,0,1,1,2,1,0,2,1,0,0,1,1,2,1,0,2,1,7
0,0,1,1,2,1,0,2,1,1,1,2,2,0,2,1,0,2,2,2,0,0,1,0,2,1,0,8
0,0,1,1,2,1,0,2,1,2,2,0,0,1,0,2,1,0,1,1,2,2,0,2,1,0,2,6
0,0,1,2,0,2,2,1,1,0,0,1,2,0,2,2,1,1,0,0,1,2,0,2,2,1,1,9
0,0,1,2,0,2,2,1,1,1,1,2,0,1,0,0,2,2,2,2,0,1,2,1,1,0,0,10
0,0,1,2,0,2,2,1,1,2,2,0,1,2,1,1,0,0,1,1,2,0,1,0,0,2,2,11
0,0,2,0,0,2,1,2,1,0,0,2,0,0,2,1,2,1,0,0,2,0,0,2,1,2,1,13
0,0,2,0,0,2,1,2,1,1,1,0,1,1,0,2,0,2,2,2,1,2,2,1,0,1,0,14
0,0,2,0,0,2,1,2,1,2,2,1,2,2,1,0,1,0,1,1,0,1,1,0,2,0,2,12
0,1,0,0,2,2,0,1,2,0,1,0,0,2,2,0,1,2,0,1,0,0,2,2,0,1,2,17
0,1,0,0,2,2,0,1,2,1,2,1,1,0,0,1,2,0,2,0,2,2,1,1,2,0,1,16
0,1,0,0,2,2,0,1,2,2,0,2,2,1,1,2,0,1,1,2,1,1,0,0,1,2,0,15
0,1,0,1,2,2,2,2,0,0,1,0,1,2,2,2,2,0,0,1,0,1,2,2,2,2,0,20
0,1,0,1,2,2,2,2,0,1,2,1,2,0,0,0,0,1,2,0,2,0,1,1,1,1,2,18
0,1,0,1,2,2,2,2,0,2,0,2,0,1,1,1,1,2,1,2,1,2,0,0,0,0,1,19
0,1,1,2,2,0,1,1,2,0,1,1,2,2,0,1,1,2,0,1,1,2,2,0,1,1,2,21
0,1,1,2,2,0,1,1,2,1,2,2,0,0,1,2,2,0,2,0,0,1,1,2,0,0,1,22
0,1,1,2,2,0,1,1,2,2,0,0,1,1,2,0,0,1,1,2,2,0,0,1,2,2,0,23
0,1,2,1,0,1,2,1,0,0,1,2,1,0,1,2,1,0,0,1,2,1,0,1,2,1,0,26
0,1,2,1,0,1,2,1,0,1,2,0,2,1,2,0,2,1,2,0,1,0,2,0,1,0,2,24
0,1,2,1,0,1,2,1,0,2,0,1,0,2,0,1,0,2,1,2,0,2,1,2,0,2,1,25
0,1,2,2,1,1,0,0,0,0,1,2,2,1,1,0,0,0,0,1,2,2,1,1,0,0,0,27
0,1,2,2,1,1,0,0,0,1,2,0,0,2,2,1,1,1,2,0,1,1,0,0,2,2,2,29
0,1,2,2,1,1,0,0,0,2,0,1,1,0,0,2,2,2,1,2,0,0,2,2,1,1,1,28
0,2,0,2,0,1,1,0,2,0,2,0,2,0,1,1,0,2,0,2,0,2,0,1,1,0,2,32
0,2,0,2,0,1,1,0,2,1,0,1,0,1,2,2,1,0,2,1,2,1,2,0,0,2,1,30
0,2,0,2,0,1,1,0,2,2,1,2,1,2,0,0,2,1,1,0,1,0,1,2,2,1,0,31
0,2,1,0,1,1,0,2,2,0,2,1,0,1,1,0,2,2,0,2,1,0,1,1,0,2,2,34
0,2,1,0,1,1,0,2,2,1,0,2,1,2,2,1,0,0,2,1,0,2,0,0,2,1,1,35
0,2,1,0,1,1,0,2,2,2,1,0,2,0,0,2,1,1,1,0,2,1,2,2,1,0,0,33
0,2,1,1,1,2,2,0,2,0,2,1,1,1,2,2,0,2,0,2,1,1,1,2,2,0,2,37
0,2,1,1,1,2,2,0,2,1,0,2,2,2,0,0,1,0,2,1,0,0,0,1,1,2,1,38
0,2,1,1,1,2,2,0,2,2,1,0,0,0,1,1,2,1,1,0,2,2,2,0,0,1,0,36
0,2,2,0,2,0,2,0,1,0,2,2,0,2,0,2,0,1,0,2,2,0,2,0,2,0,1,39
0,2,2,0,2,0,2,0,1,1,0,0,1,0,1,0,1,2,2,1,1,2,1,2,1,2,0,40
