0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,1,1,2,1,2,2,1
0,0,1,2,1,3,0,2,0,1,2
0,0,2,3,3,1,1,2,3,3,3
0,0,3,2,0,1,3,0,1,2,4
0,1,0,1,0,3,2,2,2,3,5
0,1,0,1,2,0,3,2,1,0,6
0,1,2,0,3,2,3,0,2,0,7
0,1,2,2,3,3,1,3,3,1,8
0,1,3,1,3,2,0,1,0,2,9
0,2,0,3,2,3,2,3,1,2,10
0,2,1,0,2,0,0,1,3,3,11
0,2,1,1,1,2,1,3,3,2,12
0,2,2,0,0,2,3,1,2,1,13
0,2,3,3,1,2,1,0,0,3,14
0,3,1,2,2,1,1,1,2,0,15
0,3,1,2,3,3,2,0,1,0,16
0,3,2,0,1,0,0,3,1,1,17
0,3,3,1,2,1,3,3,0,3,18
0,3,3,3,0,0,2,2,3,1,19
1,0,1,0,1,2,3,3,3,2,5
1,0,1,0,3,1,2,3,0,1,6
1,0,2,0,2,3,1,0,1,3,9
1,0,3,1,2,3,2,1,3,1,7
1,0,3,3,2,2,0,2,2,0,8
1,1,0,3,0,2,1,3,1,0,2
1,1,1,1,1,1,1,1,1,1,0
1,1,1,2,0,0,3,0,3,3,1
1,1,2,3,1,0,2,1,0,3,4
1,1,3,2,2,0,0,3,2,2,3
1,2,0,3,2,2,3,1,0,1,16
1,2,0,3,3,0,0,0,3,1,15
1,2,2,0,3,0,2,2,1,2,18
1,2,2,2,1,1,3,3,2,0,19
1,2,3,1,0,1,1,2,0,0,17
1,3,0,0,0,3,0,2,2,3,12
1,3,0,1,3,1,1,0,2,2,11
1,3,1,2,3,2,3,2,0,3,10
1,3,2,2,0,3,0,1,1,2,14
1,3,3,1,1,3,2,0,3,0,13
2,0,0,2,2,0,1,3,0,3,13
2,0,1,1,3,0,3,2,2,1,14
2,0,2,1,0,1,0,1,3,0,10
2,0,3,2,0,2,2,3,1,1,11
2,0,3,3,3,0,3,1,1,0,12
2,1,0,2,3,2,2,1,3,3,17
2,1,1,1,2,2,0,0,1,3,19
2,1,1,3,0,3,1,1,2,1,18
2,1,3,0,0,3,3,3,0,2,15
2,1,3,0,1,1,0,2,3,2,16
2,2,0,1,1,3,3,0,1,1,3
2,2,1,0,2,3,1,2,3,0,4
2,2,2,1,3,3,0,3,0,0,1
2,2,2,2,2,2,2,2,2,2,0
2,2,3,0,3,1,2,0,2,3,2
2,3,0,0,1,1,3,1,1,3,8
2,3,0,2,1,0,1,2,0,2,7
2,3,1,3,1,0,2,3,2,0,9
2,3,2,3,0,2,1,0,3,2,6
2,3,2,3,2,1,0,0,0,1,5
3,0,0,0,3,3,1,1,0,2,19
3,0,0,2,1,2,0,0,3,0,18
3,0,1,3,2,3,3,0,2,2,17
3,0,2,1,0,0,1,3,2,3,16
3,0,2,1,1,2,2,2,1,3,15
3,1,0,0,2,1,2,3,3,0,14
3,1,1,3,3,1,0,2,1,2,13
3,1,2,2,2,1,2,0,0,1,12
3,1,2,3,1,3,3,2,0,0,11
3,1,3,0,1,0,1,0,2,1,10
3,2,0,2,0,1,3,2,3,1,9
3,2,1,1,0,0,2,0,0,2,8
3,2,1,3,0,1,0,3,1,3,7
3,2,3,2,1,3,0,1,2,3,6
3,2,3,2,3,0,1,1,1,0,5
3,3,0,1,3,2,0,3,2,1,4
3,3,1,0,0,2,2,1,0,0,3
3,3,2,1,2,0,3,1,3,2,2
3,3,3,0,2,2,1,2,1,1,1
3,3,3,3,3,3,3,3,3,3,0
