0,0,0,0,1,2,0,0,3,3,2,1,0,2,2,1,3,0,3,1,2,2,0,3,3,3,1,2,0,1,2,1,3,1,2,3,4,5,12
0,0,0,0,1,2,0,3,2,2,1,3,0,0,3,0,2,2,2,2,3,3,1,3,2,3,0,2,0,3,0,2,1,3,0,0,3,3,13
0,0,0,0,1,2,3,0,1,1,3,2,1,2,1,3,0,3,1,3,0,2,1,3,2,0,1,0,3,3,1,2,3,0,1,0,2,4,10
0,0,0,0,1,2,3,3,0,0,0,0,1,0,0,2,1,1,0,0,1,3,0,3,3,0,0,0,3,1,3,1,1,2,3,3,5,2,11
0,0,0,0,1,3,0,0,1,2,1,3,2,3,0,2,1,2,2,2,1,0,3,0,1,2,1,0,2,1,1,0,2,1,3,2,2,5,15
0,0,0,0,1,3,0,3,0,3,2,1,2,1,1,3,0,0,3,1,0,1,2,0,0,2,0,0,2,3,3,3,0,3,1,1,5,3,14
0,0,0,0,1,3,3,0,3,0,0,0,3,3,3,0,2,1,0,0,3,0,2,0,0,1,1,2,1,3,2,3,2,0,0,1,4,4,9
0,0,0,0,1,3,3,3,2,1,3,2,3,1,2,1,3,3,1,3,2,1,3,0,1,1,0,2,1,1,0,0,0,2,2,2,3,2,8
0,0,0,1,0,0,1,0,1,2,2,0,3,0,1,1,2,3,0,1,0,1,1,0,0,0,2,2,3,2,0,1,1,3,2,3,0,6,15
0,0,0,1,0,0,1,3,0,3,1,2,3,2,0,0,3,1,1,2,1,0,0,0,1,0,3,2,3,0,2,2,3,1,0,0,7,0,14
0,0,0,1,0,0,2,0,3,0,3,3,2,0,2,3,1,0,2,3,2,1,0,0,1,3,2,0,0,0,3,2,1,2,1,0,6,7,9
0,0,0,1,0,0,2,3,2,1,0,1,2,2,3,2,0,2,3,0,3,0,1,0,0,3,3,0,0,2,1,1,3,0,3,3,1,1,8
0,0,0,1,0,1,1,0,3,3,1,2,1,1,3,2,0,1,1,2,3,3,2,3,2,1,2,0,1,2,3,0,0,3,3,2,6,6,12
0,0,0,1,0,1,1,3,2,2,2,0,1,3,2,3,1,3,0,1,2,2,3,3,3,1,3,0,1,0,1,3,2,1,1,1,1,0,13
0,0,0,1,0,1,2,0,1,1,0,1,0,1,0,0,3,2,3,0,1,3,3,3,3,2,2,2,2,0,0,3,0,2,0,1,0,7,10
0,0,0,1,0,1,2,3,0,0,3,3,0,3,1,1,2,0,2,3,0,2,2,3,2,2,3,2,2,2,2,0,2,0,2,2,7,1,11
0,0,1,0,0,0,0,0,0,1,2,0,1,2,2,2,2,2,3,3,3,0,2,1,3,0,0,1,1,3,0,0,1,1,1,2,7,7,1
0,0,1,0,0,0,0,3,1,0,1,2,1,0,3,3,3,0,2,0,2,1,3,1,2,0,1,1,1,1,2,3,3,3,3,1,0,1,0
0,0,1,0,0,0,3,0,2,3,3,3,0,2,1,0,1,1,1,1,1,0,3,1,2,3,0,3,2,1,3,3,1,0,2,1,1,6,7
0,0,1,0,0,0,3,3,3,2,0,1,0,0,0,1,0,3,0,2,0,1,2,1,3,3,1,3,2,3,1,0,3,2,0,2,6,0,6
0,0,1,0,0,1,0,0,2,0,1,2,3,3,0,1,0,0,2,0,0,2,1,2,1,1,0,3,3,3,3,1,0,1,0,3,1,7,2
0,0,1,0,0,1,0,3,3,1,2,0,3,1,1,0,1,2,3,3,1,3,0,2,0,1,1,3,3,1,1,2,2,3,2,0,6,1,3
0,0,1,0,0,1,3,0,0,2,0,1,2,3,3,3,3,3,0,2,2,2,0,2,0,2,0,1,0,1,0,2,0,0,3,0,7,6,4
0,0,1,0,0,1,3,3,1,3,3,3,2,1,2,2,2,1,1,1,3,3,1,2,1,2,1,1,0,3,2,1,2,2,1,3,0,0,5
0,0,1,1,1,2,1,0,2,0,2,1,2,0,1,2,3,1,0,3,1,3,3,2,0,3,3,1,2,0,2,0,3,3,1,2,3,4,2
0,0,1,1,1,2,1,3,3,1,1,3,2,2,0,3,2,3,1,0,0,2,2,2,1,3,2,1,2,2,0,3,1,1,3,1,4,2,3
0,0,1,1,1,2,2,0,0,2,3,2,3,0,2,0,0,2,2,1,3,3,2,2,1,0,3,3,1,2,1,3,3,2,2,1,5,5,4
0,0,1,1,1,2,2,3,1,3,0,0,3,2,3,1,1,0,3,2,2,2,3,2,0,0,2,3,1,0,3,0,1,0,0,2,2,3,5
