0,0,0,0,0,0,3,1,0,2,3,2,3,3,1,2,1,3,2,1,3,3,0,1,3,2,1,1,1,3,2,3,2,0,1,2,2,1,0,5,0
0,0,0,0,0,0,3,1,3,1,3,1,2,2,3,2,3,2,3,0,1,1,0,0,2,0,0,2,2,3,3,2,2,1,0,0,0,3,3,2,11
0,0,0,0,0,0,3,2,1,3,2,3,2,2,1,3,0,1,3,0,2,3,2,2,1,2,1,1,0,0,3,3,0,1,3,3,1,0,2,0,13
0,0,0,0,0,0,3,2,2,0,2,0,3,3,3,3,2,0,2,1,0,1,2,3,0,0,0,2,3,0,2,2,0,0,2,1,3,2,1,7,6
0,0,0,0,1,1,3,1,0,3,2,0,0,0,1,0,3,3,1,3,1,0,2,0,2,3,2,2,0,2,0,3,3,1,1,2,3,2,1,1,9
0,0,0,0,1,1,3,1,3,0,2,3,1,1,3,0,1,2,0,2,3,2,2,1,3,1,3,1,3,2,1,2,3,0,0,0,1,0,2,6,2
0,0,0,0,1,1,3,2,1,2,3,1,1,1,1,1,2,1,0,2,0,0,0,3,0,3,2,2,1,1,1,3,1,0,3,3,0,3,3,4,4
0,0,0,0,1,1,3,2,2,1,3,2,0,0,3,1,0,0,1,3,2,2,0,2,1,1,3,1,2,1,0,2,1,1,2,1,2,1,0,3,15
0,0,0,1,0,1,2,0,1,2,3,3,3,3,2,3,3,3,3,2,1,2,1,2,0,3,0,1,2,2,0,2,0,2,0,2,1,1,1,4,3
0,0,0,1,0,1,2,0,2,1,3,0,2,2,0,3,1,2,2,3,3,0,1,3,1,1,1,2,1,2,1,3,0,3,1,0,3,3,2,3,8
0,0,0,1,0,1,2,3,0,3,2,2,2,2,2,2,2,1,2,3,0,2,3,1,2,3,0,1,3,1,1,2,2,3,2,3,2,0,3,1,14
0,0,0,1,0,1,2,3,3,0,2,1,3,3,0,2,0,0,3,2,2,0,3,0,3,1,1,2,0,1,0,3,2,2,3,1,0,2,0,6,5
0,0,0,1,1,0,2,0,1,3,2,1,0,0,2,1,1,3,0,0,3,1,3,3,1,2,3,2,3,3,2,2,1,3,0,2,0,2,0,0,10
0,0,0,1,1,0,2,0,2,0,2,2,1,1,0,1,3,2,1,1,1,3,3,2,0,0,2,1,0,3,3,3,1,2,1,0,2,0,3,7,1
0,0,0,1,1,0,2,3,0,2,3,0,1,1,2,0,0,1,1,1,2,1,1,0,3,2,3,2,2,0,3,2,3,2,2,3,3,3,2,5,7
0,0,0,1,1,0,2,3,3,1,3,3,0,0,0,0,2,0,0,0,0,3,1,1,2,0,2,1,1,0,2,3,3,3,3,1,1,1,1,2,12
0,0,1,0,0,1,3,1,1,0,1,2,3,1,0,1,1,0,2,0,1,2,1,3,1,3,0,0,0,1,3,0,3,3,3,2,3,0,0,2,7
0,0,1,0,0,1,3,1,2,3,1,1,2,0,2,1,3,1,3,1,3,0,1,2,0,1,1,3,3,1,2,1,3,2,2,0,1,2,3,5,12
0,0,1,0,0,1,3,2,0,1,0,3,2,0,0,0,0,2,3,1,0,2,3,0,3,3,0,0,1,2,2,0,1,2,1,3,0,1,2,7,10
0,0,1,0,0,1,3,2,3,2,0,0,3,1,2,0,2,3,2,0,2,0,3,1,2,1,1,3,2,2,3,1,1,3,0,1,2,3,1,0,1
0,0,1,0,1,0,3,1,1,1,0,0,0,2,0,3,3,0,1,2,3,1,3,2,0,2,3,3,1,0,1,0,2,2,3,2,2,3,1,6,14
0,0,1,0,1,0,3,1,2,2,0,3,1,3,2,3,1,1,0,3,1,3,3,3,1,0,2,0,2,0,0,1,2,3,2,0,0,1,2,1,5
0,0,1,0,1,0,3,2,0,0,1,1,1,3,0,2,2,2,0,3,2,1,1,1,2,2,3,3,0,3,0,0,0,3,1,3,1,2,3,3,3
0,0,1,0,1,0,3,2,3,3,1,2,0,2,2,2,0,3,1,2,0,3,1,0,3,0,2,0,3,3,1,1,0,2,0,1,3,0,0,4,8
0,0,1,1,0,0,2,0,0,0,1,3,3,1,3,0,3,0,3,3,3,3,0,0,2,2,1,0,3,0,1,1,1,1,2,2,0,0,1,3,4
0,0,1,1,0,0,2,0,3,3,1,0,2,0,1,0,1,1,2,2,1,1,0,1,3,0,0,3,0,0,0,0,1,0,3,0,2,2,2,4,15
0,0,1,1,0,0,2,3,1,1,0,2,2,0,3,1,2,2,2,2,2,3,2,3,0,2,1,0,2,3,0,1,3,0,0,3,3,1,3,6,9
