0,2,1,3,2,0,3,1,2,0,3,1,0,2,1,3,3,1,2,0,1,3,0,2,1,3,0,2,3,1,2,0,22
0,2,1,3,2,0,3,1,3,1,2,0,1,3,0,2,1,3,0,2,3,1,2,0,2,0,3,1,0,2,1,3,23
0,3,2,1,1,2,3,0,0,3,2,1,1,2,3,0,0,3,2,1,1,2,3,0,0,3,2,1,1,2,3,0,27
0,3,2,1,1,2,3,0,1,2,3,0,0,3,2,1,2,1,0,3,3,0,1,2,3,0,1,2,2,1,0,3,25
0,3,2,1,1,2,3,0,2,1,0,3,3,0,1,2,3,0,1,2,2,1,0,3,1,2,3,0,0,3,2,1,24
0,3,2,1,1,2,3,0,3,0,1,2,2,1,0,3,1,2,3,0,0,3,2,1,2,1,0,3,3,0,1,2,26
0,3,3,0,2,1,1,2,0,3,3,0,2,1,1,2,0,3,3,0,2,1,1,2,0,3,3,0,2,1,1,2,28
0,3,3,0,2,1,1,2,1,2,2,1,3,0,0,3,2,1,1,2,0,3,3,0,3,0,0,3,1,2,2,1,30
0,3,3,0,2,1,1,2,2,1,1,2,0,3,3,0,3,0,0,3,1,2,2,1,1,2,2,1,3,0,0,3,29
0,3,3,0,2,1,1,2,3,0,0,3,1,2,2,1,1,2,2,1,3,0,0,3,2,1,1,2,0,3,3,0,31
1,0,2,3,2,3,1,0,0,1,3,2,3,2,0,1,3,2,0,1,0,1,3,2,2,3,1,0,1,0,2,3,14
1,0,2,3,2,3,1,0,1,0,2,3,2,3,1,0,1,0,2,3,2,3,1,0,1,0,2,3,2,3,1,0,13
1,0,2,3,2,3,1,0,2,3,1,0,1,0,2,3,0,1,3,2,3,2,0,1,3,2,0,1,0,1,3,2,12
1,0,2,3,2,3,1,0,3,2,0,1,0,1,3,2,2,3,1,0,1,0,2,3,0,1,3,2,3,2,0,1,15
1,0,3,2,1,0,3,2,0,1,2,3,0,1,2,3,3,2,1,0,3,2,1,0,2,3,0,1,2,3,0,1,9
1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,8
1,0,3,2,1,0,3,2,2,3,0,1,2,3,0,1,0,1,2,3,0,1,2,3,3,2,1,0,3,2,1,0,11
1,0,3,2,1,0,3,2,3,2,1,0,3,2,1,0,2,3,0,1,2,3,0,1,0,1,2,3,0,1,2,3,10
1,1,0,0,2,2,3,3,0,0,1,1,3,3,2,2,3,3,2,2,0,0,1,1,2,2,3,3,1,1,0,0,7
1,1,0,0,2,2,3,3,1,1,0,0,2,2,3,3,1,1,0,0,2,2,3,3,1,1,0,0,2,2,3,3,5
1,1,0,0,2,2,3,3,2,2,3,3,1,1,0,0,0,0,1,1,3,3,2,2,3,3,2,2,0,0,1,1,4
1,1,0,0,2,2,3,3,3,3,2,2,0,0,1,1,2,2,3,3,1,1,0,0,0,0,1,1,3,3,2,2,6
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1
1,2,2,1,3,0,0,3,0,3,3,0,2,1,1,2,3,0,0,3,1,2,2,1,2,1,1,2,0,3,3,0,30
1,2,2,1,3,0,0,3,1,2,2,1,3,0,0,3,1,2,2,1,3,0,0,3,1,2,2,1,3,0,0,3,28
1,2,2,1,3,0,0,3,2,1,1,2,0,3,3,0,0,3,3,0,2,1,1,2,3,0,0,3,1,2,2,1,31
1,2,2,1,3,0,0,3,3,0,0,3,1,2,2,1,2,1,1,2,0,3,3,0,0,3,3,0,2,1,1,2,29
1,2,3,0,0,3,2,1,0,3,2,1,1,2,3,0,3,0,1,2,2,1,0,3,2,1,0,3,3,0,1,2,25
1,2,3,0,0,3,2,1,1,2,3,0,0,3,2,1,1,2,3,0,0,3,2,1,1,2,3,0,0,3,2,1,27
1,2,3,0,0,3,2,1,2,1,0,3,3,0,1,2,0,3,2,1,1,2,3,0,3,0,1,2,2,1,0,3,26
1,2,3,0,0,3,2,1,3,0,1,2,2,1,0,3,2,1,0,3,3,0,1,2,0,3,2,1,1,2,3,0,24
1,3,0,2,3,1,2,0,0,2,1,3,2,0,3,1,3,1,2,0,1,3,0,2,2,0,3,1,0,2,1,3,21
1,3,0,2,3,1,2,0,1,3,0,2,3,1,2,0,1,3,0,2,3,1,2,0,1,3,0,2,3,1,2,0,20
1,3,0,2,3,1,2,0,2,0,3,1,0,2,1,3,0,2,1,3,2,0,3,1,3,1,2,0,1,3,0,2,23
1,3,0,2,3,1,2,0,3,1,2,0,1,3,0,2,2,0,3,1,0,2,1,3,0,2,1,3,2,0,3,1,22
1,3,1,3,0,2,0,2,0,2,0,2,1,3,1,3,3,1,3,1,2,0,2,0,2,0,2,0,3,1,3,1,16
1,3,1,3,0,2,0,2,1,3,1,3,0,2,0,2,1,3,1,3,0,2,0,2,1,3,1,3,0,2,0,2,19
1,3,1,3,0,2,0,2,2,0,2,0,3,1,3,1,0,2,0,2,1,3,1,3,3,1,3,1,2,0,2,0,18
1,3,1,3,0,2,0,2,3,1,3,1,2,0,2,0,2,0,2,0,3,1,3,1,0,2,0,2,1,3,1,3,17
2,0,2,0,3,1,3,1,0,2,0,2,1,3,1,3,1,3,1,3,0,2,0,2,3,1,3,1,2,0,2,0,17
2,0,2,0,3,1,3,1,1,3,1,3,0,2,0,2,3,1,3,1,2,0,2,0,0,2,0,2,1,3,1,3,18
2,0,2,0,3,1,3,1,2,0,2,0,3,1,3,1,2,0,2,0,3,1,3,1,2,0,2,0,3,1,3,1,19
2,0,2,0,3,1,3,1,3,1,3,1,2,0,2,0,0,2,0,2,1,3,1,3,1,3,1,3,0,2,0,2,16
2,0,3,1,0,2,1,3,0,2,1,3,2,0,3,1,1,3,0,2,3,1,2,0,3,1,2,0,1,3,0,2,22
2,0,3,1,0,2,1,3,1,3,0,2,3,1,2,0,3,1,2,0,1,3,0,2,0,2,1,3,2,0,3,1,23
2,0,3,1,0,2,1,3,2,0,3,1,0,2,1,3,2,0,3,1,0,2,1,3,2,0,3,1,0,2,1,3,20
2,0,3,1,0,2,1,3,3,1,2,0,1,3,0,2,0,2,1,3,2,0,3,1,1,3,0,2,3,1,2,0,21
2,1,0,3,3,0,1,2,0,3,2,1,1,2,3,0,1,2,3,0,0,3,2,1,3,0,1,2,2,1,0,3,24
2,1,0,3,3,0,1,2,1,2,3,0,0,3,2,1,3,0,1,2,2,1,0,3,0,3,2,1,1,2,3,0,26
2,1,0,3,3,0,1,2,2,1,0,3,3,0,1,2,2,1,0,3,3,0,1,2,2,1,0,3,3,0,1,2,27
2,1,0,3,3,0,1,2,3,0,1,2,2,1,0,3,0,3,2,1,1,2,3,0,1,2,3,0,0,3,2,1,25
2,1,1,2,0,3,3,0,0,3,3,0,2,1,1,2,1,2,2,1,3,0,0,3,3,0,0,3,1,2,2,1,29
2,1,1,2,0,3,3,0,1,2,2,1,3,0,0,3,3,0,0,3,1,2,2,1,0,3,3,0,2,1,1,2,31
2,1,1,2,0,3,3,0,2,1,1,2,0,3,3,0,2,1,1,2,0,3,3,0,2,1,1,2,0,3,3,0,28
2,1,1,2,0,3,3,0,3,0,0,3,1,2,2,1,0,3,3,0,2,1,1,2,1,2,2,1,3,0,0,3,30
2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1
2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2
2,2,3,3,1,1,0,0,0,0,1,1,3,3,2,2,1,1,0,0,2,2,3,3,3,3,2,2,0,0,1,1,6
2,2,3,3,1,1,0,0,1,1,0,0,2,2,3,3,3,3,2,2,0,0,1,1,0,0,1,1,3,3,2,2,4
2,2,3,3,1,1,0,0,2,2,3,3,1,1,0,0,2,2,3,3,1,1,0,0,2,2,3,3,1,1,0,0,5
2,2,3,3,1,1,0,0,3,3,2,2,0,0,1,1,0,0,1,1,3,3,2,2,1,1,0,0,2,2,3,3,7
2,3,0,1,2,3,0,1,0,1,2,3,0,1,2,3,1,0,3,2,1,0,3,2,3,2,1,0,3,2,1,0,10
2,3,0,1,2,3,0,1,1,0,3,2,1,0,3,2,3,2,1,0,3,2,1,0,0,1,2,3,0,1,2,3,11
2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,8
2,3,0,1,2,3,0,1,3,2,1,0,3,2,1,0,0,1,2,3,0,1,2,3,1,0,3,2,1,0,3,2,9
2,3,1,0,1,0,2,3,0,1,3,2,3,2,0,1,1,0,2,3,2,3,1,0,3,2,0,1,0,1,3,2,15
2,3,1,0,1,0,2,3,1,0,2,3,2,3,1,0,3,2,0,1,0,1,3,2,0,1,3,2,3,2,0,1,12
2,3,1,0,1,0,2,3,2,3,1,0,1,0,2,3,2,3,1,0,1,0,2,3,2,3,1,0,1,0,2,3,13
2,3,1,0,1,0,2,3,3,2,0,1,0,1,3,2,0,1,3,2,3,2,0,1,1,0,2,3,2,3,1,0,14
3,0,0,3,1,2,2,1,0,3,3,0,2,1,1,2,2,1,1,2,0,3,3,0,1,2,2,1,3,0,0,3,31
3,0,0,3,1,2,2,1,1,2,2,1,3,0,0,3,0,3,3,0,2,1,1,2,2,1,1,2,0,3,3,0,29
3,0,0,3,1,2,2,1,2,1,1,2,0,3,3,0,1,2,2,1,3,0,0,3,0,3,3,0,2,1,1,2,30
3,0,0,3,1,2,2,1,3,0,0,3,1,2,2,1,3,0,0,3,1,2,2,1,3,0,0,3,1,2,2,1,28
3,0,1,2,2,1,0,3,0,3,2,1,1,2,3,0,2,1,0,3,3,0,1,2,1,2,3,0,0,3,2,1,26
3,0,1,2,2,1,0,3,1,2,3,0,0,3,2,1,0,3,2,1,1,2,3,0,2,1,0,3,3,0,1,2,24
3,0,1,2,2,1,0,3,2,1,0,3,3,0,1,2,1,2,3,0,0,3,2,1,0,3,2,1,1,2,3,0,25
3,0,1,2,2,1,0,3,3,0,1,2,2,1,0,3,3,0,1,2,2,1,0,3,3,0,1,2,2,1,0,3,27
3,1,2,0,1,3,0,2,0,2,1,3,2,0,3,1,2,0,3,1,0,2,1,3,1,3,0,2,3,1,2,0,23
3,1,2,0,1,3,0,2,1,3,0,2,3,1,2,0,0,2,1,3,2,0,3,1,2,0,3,1,0,2,1,3,22
3,1,2,0,1,3,0,2,2,0,3,1,0,2,1,3,1,3,0,2,3,1,2,0,0,2,1,3,2,0,3,1,21
3,1,2,0,1,3,0,2,3,1,2,0,1,3,0,2,3,1,2,0,1,3,0,2,3,1,2,0,1,3,0,2,20
3,1,3,1,2,0,2,0,0,2,0,2,1,3,1,3,2,0,2,0,3,1,3,1,1,3,1,3,0,2,0,2,18
3,1,3,1,2,0,2,0,1,3,1,3,0,2,0,2,0,2,0,2,1,3,1,3,2,0,2,0,3,1,3,1,17
3,1,3,1,2,0,2,0,2,0,2,0,3,1,3,1,1,3,1,3,0,2,0,2,0,2,0,2,1,3,1,3,16
3,1,3,1,2,0,2,0,3,1,3,1,2,0,2,0,3,1,3,1,2,0,2,0,3,1,3,1,2,0,2,0,19
3,2,0,1,0,1,3,2,0,1,3,2,3,2,0,1,2,3,1,0,1,0,2,3,1,0,2,3,2,3,1,0,12
3,2,0,1,0,1,3,2,1,0,2,3,2,3,1,0,0,1,3,2,3,2,0,1,2,3,1,0,1,0,2,3,15
3,2,0,1,0,1,3,2,2,3,1,0,1,0,2,3,1,0,2,3,2,3,1,0,0,1,3,2,3,2,0,1,14
3,2,0,1,0,1,3,2,3,2,0,1,0,1,3,2,3,2,0,1,0,1,3,2,3,2,0,1,0,1,3,2,13
3,2,1,0,3,2,1,0,0,1,2,3,0,1,2,3,2,3,0,1,2,3,0,1,1,0,3,2,1,0,3,2,11
3,2,1,0,3,2,1,0,1,0,3,2,1,0,3,2,0,1,2,3,0,1,2,3,2,3,0,1,2,3,0,1,10
3,2,1,0,3,2,1,0,2,3,0,1,2,3,0,1,1,0,3,2,1,0,3,2,0,1,2,3,0,1,2,3,9
3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,8
3,3,2,2,0,0,1,1,0,0,1,1,3,3,2,2,2,2,3,3,1,1,0,0,1,1,0,0,2,2,3,3,4
3,3,2,2,0,0,1,1,1,1,0,0,2,2,3,3,0,0,1,1,3,3,2,2,2,2,3,3,1,1,0,0,6
3,3,2,2,0,0,1,1,2,2,3,3,1,1,0,0,1,1,0,0,2,2,3,3,0,0,1,1,3,3,2,2,7
3,3,2,2,0,0,1,1,3,3,2,2,0,0,1,1,3,3,2,2,0,0,1,1,3,3,2,2,0,0,1,1,5
3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3
3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1
3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
