0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1
0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,1,1,1,1,2,2,0,0,2,2,2,2,0,0,1,1,1,1,1,1,2,2,0,0,0,0,1,1,2,2,2,2,3
0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,2,2,0,0,1,1,1,1,0,0,1,1,2,2,2,2,2,2,0,0,1,1,1,1,2,2,2,2,0,0,1,1,2
0,0,0,0,1,1,2,2,1,1,1,1,2,2,0,0,0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0,0,2,2,0,0,1,1,1,1,5
0,0,0,0,1,1,2,2,1,1,1,1,2,2,0,0,2,2,2,2,2,2,2,2,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,1,1,1,1,2,2,0,0,4
0,0,0,0,1,1,2,2,2,2,0,0,1,1,1,1,0,0,0,0,1,1,2,2,2,2,0,0,1,1,1,1,2,2,2,2,2,2,2,2,0,0,1,1,0,0,1,1,6
0,0,0,0,1,1,2,2,2,2,0,0,1,1,1,1,1,1,2,2,0,0,0,0,1,1,1,1,2,2,0,0,0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,7
0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9
0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,8
0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1,1,2,2,1,1,1,1,2,2,0,0,1,1,2,2,0,0,0,0,1,1,1,1,2,2,0,0,11
0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0,0,2,2,0,0,1,1,1,1,0,0,0,0,1,1,2,2,2,2,0,0,1,1,1,1,10
0,0,1,1,2,2,2,2,0,0,0,0,1,1,2,2,0,0,1,1,2,2,2,2,0,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,2,2,0,0,2,2,0,0,15
0,0,1,1,2,2,2,2,0,0,0,0,1,1,2,2,2,2,2,2,0,0,1,1,1,1,2,2,0,0,0,0,2,2,0,0,2,2,0,0,1,1,1,1,1,1,1,1,14
0,0,1,1,2,2,2,2,1,1,2,2,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,2,2,0,0,0,0,1,1,2,2,2,2,1,1,2,2,0,0,0,0,12
0,0,1,1,2,2,2,2,1,1,2,2,0,0,0,0,2,2,0,0,2,2,0,0,1,1,1,1,1,1,1,1,2,2,2,2,0,0,1,1,0,0,0,0,1,1,2,2,13
0,1,0,2,0,2,1,2,1,2,0,1,0,2,2,1,1,2,0,1,0,2,2,1,2,1,0,1,1,0,2,0,2,1,0,1,0,1,0,2,0,2,2,1,0,1,2,0,16
0,1,0,2,0,2,1,2,1,2,0,1,0,2,2,1,2,1,1,0,2,0,1,2,1,2,1,0,0,1,0,2,1,2,1,0,1,0,2,0,2,0,1,2,1,0,0,2,19
0,1,0,2,0,2,1,2,2,1,1,0,2,0,1,2,0,2,1,2,1,2,1,0,0,1,2,0,2,1,1,0,0,1,2,0,2,1,1,0,1,0,2,0,0,2,1,2,18
0,1,0,2,0,2,1,2,2,1,1,0,2,0,1,2,2,0,2,1,2,1,0,1,1,0,0,2,1,2,0,1,1,0,0,2,1,2,0,1,0,1,0,2,2,0,2,1,17
0,1,0,2,2,0,2,1,0,2,1,2,1,2,1,0,1,2,1,0,0,1,0,2,1,0,2,0,2,0,2,1,2,1,1,0,0,2,2,1,0,1,2,0,1,2,0,1,23
0,1,0,2,2,0,2,1,0,2,1,2,1,2,1,0,2,1,0,1,1,0,2,0,0,1,0,2,0,2,1,2,1,2,0,1,2,0,1,2,1,0,0,2,2,1,1,0,20
