0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,2,2,2,0,0,0,1,1,1,2,2,2,0,0,0,1,1,1,2,2,2,3
0,0,0,1,1,1,2,2,2,1,1,1,2,2,2,0,0,0,2,2,2,0,0,0,1,1,1,5
0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,4
0,0,0,2,2,2,1,1,1,0,0,0,2,2,2,1,1,1,0,0,0,2,2,2,1,1,1,7
0,0,0,2,2,2,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,1,1,1,0,0,0,6
0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0,2,2,2,8
0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,9
0,1,2,0,1,2,0,1,2,1,2,0,1,2,0,1,2,0,2,0,1,2,0,1,2,0,1,10
0,1,2,0,1,2,0,1,2,2,0,1,2,0,1,2,0,1,1,2,0,1,2,0,1,2,0,11
0,1,2,1,2,0,2,0,1,0,1,2,1,2,0,2,0,1,0,1,2,1,2,0,2,0,1,12
0,1,2,1,2,0,2,0,1,1,2,0,2,0,1,0,1,2,2,0,1,0,1,2,1,2,0,13
0,1,2,1,2,0,2,0,1,2,0,1,0,1,2,1,2,0,1,2,0,2,0,1,0,1,2,14
0,1,2,2,0,1,1,2,0,0,1,2,2,0,1,1,2,0,0,1,2,2,0,1,1,2,0,15
0,1,2,2,0,1,1,2,0,1,2,0,0,1,2,2,0,1,2,0,1,1,2,0,0,1,2,16
0,1,2,2,0,1,1,2,0,2,0,1,1,2,0,0,1,2,1,2,0,0,1,2,2,0,1,17
0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,18
0,2,1,0,2,1,0,2,1,1,0,2,1,0,2,1,0,2,2,1,0,2,1,0,2,1,0,20
0,2,1,0,2,1,0,2,1,2,1,0,2,1,0,2,1,0,1,0,2,1,0,2,1,0,2,19
0,2,1,1,0,2,2,1,0,0,2,1,1,0,2,2,1,0,0,2,1,1,0,2,2,1,0,22
0,2,1,1,0,2,2,1,0,1,0,2,2,1,0,0,2,1,2,1,0,0,2,1,1,0,2,21
0,2,1,1,0,2,2,1,0,2,1,0,0,2,1,1,0,2,1,0,2,2,1,0,0,2,1,23
0,2,1,2,1,0,1,0,2,0,2,1,2,1,0,1,0,2,0,2,1,2,1,0,1,0,2,25
0,2,1,2,1,0,1,0,2,1,0,2,0,2,1,2,1,0,2,1,0,1,0,2,0,2,1,24
0,2,1,2,1,0,1,0,2,2,1,0,1,0,2,0,2,1,1,0,2,0,2,1,2,1,0,26
1,0,2,0,2,1,2,1,0,0,2,1,2,1,0,1,0,2,2,1,0,1,0,2,0,2,1,26
1,0,2,0,2,1,2,1,0,1,0,2,0,2,1,2,1,0,1,0,2,0,2,1,2,1,0,25
1,0,2,0,2,1,2,1,0,2,1,0,1,0,2,0,2,1,0,2,1,2,1,0,1,0,2,24
1,0,2,1,0,2,1,0,2,0,2,1,0,2,1,0,2,1,2,1,0,2,1,0,2,1,0,19
1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,18
1,0,2,1,0,2,1,0,2,2,1,0,2,1,0,2,1,0,0,2,1,0,2,1,0,2,1,20
1,0,2,2,1,0,0,2,1,0,2,1,1,0,2,2,1,0,2,1,0,0,2,1,1,0,2,23
1,0,2,2,1,0,0,2,1,1,0,2,2,1,0,0,2,1,1,0,2,2,1,0,0,2,1,22
1,0,2,2,1,0,0,2,1,2,1,0,0,2,1,1,0,2,0,2,1,1,0,2,2,1,0,21
1,1,1,0,0,0,2,2,2,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,0,0,0,8
1,1,1,0,0,0,2,2,2,1,1,1,0,0,0,2,2,2,1,1,1,0,0,0,2,2,2,7
1,1,1,0,0,0,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,2,2,2,1,1,1,6
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2
1,1,1,2,2,2,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,1,1,1,4
1,1,1,2,2,2,0,0,0,1,1,1,2,2,2,0,0,0,1,1,1,2,2,2,0,0,0,3
1,1,1,2,2,2,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,2,2,2,5
