0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,17
0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,16
0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,5,0
0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,4,7
0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,3,3
0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,15
0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,4,19
0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,8
0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1
0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,2,6
0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,3,13
0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3,20
0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,5,16
0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,4,0
0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,5,14
0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,3,2
0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,5,1
0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,19
0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,2,4
0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,3,12
0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3
0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,10
0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,3,21
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,10
1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,14
1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,4,3
1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,5,4
1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,19
1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,2,1
1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,18
1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,2
1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,5,12
1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0
1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,2,16
1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,5,6
1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,3,15
1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,4,1
1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,3,8
1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,3,19
1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,3,16
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,13
1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,3
1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,21
1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,7
1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,2,0
1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,20
1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,4,17
1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,11
1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,2,5
1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,4,13
1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,11
1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,5,20
1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,4,6
1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,15
1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,3,1
1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,5,11
1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,5,21
1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,3,4
1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,5,2
1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,14
1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,4,8
1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,3,17
1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,4,16
1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,2,20
1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,9
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,2,12
1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,2
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,2,7
1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,13
1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,10
1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,2,8
1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,6
1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,5,19
1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,4,9
1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,5
1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,5,3
1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,5,15
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,4,18
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,4
1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,4,12
1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,7
1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,2,9
1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,17
1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,18
1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,2,21
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,4,5
1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,5,10
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
