0,0,0,0,0
0,1,0,1,0
0,0,1,0,1
0,1,1,1,1
0,0,1,1,2
0,1,1,0,2
0,0,0,0,3
0,1,0,1,3
0,0,1,1,4
0,1,0,0,4
0,0,0,1,5
0,1,1,0,5
1,0,1,1,6
1,1,1,0,6
1,0,0,1,7
1,1,0,0,7
1,0,0,0,8
1,1,0,1,8
1,0,1,1,9
1,1,1,0,9
1,0,0,0,10
1,1,1,1,10
1,0,1,0,11
1,1,0,1,11
2,0,0,1,12
2,1,0,0,12
2,0,1,1,13
2,1,1,0,13
2,0,1,0,14
2,1,1,1,14
2,0,0,1,15
2,1,0,0,15
2,0,1,0,16
2,1,0,1,16
2,0,0,0,17
2,1,1,1,17
3,0,1,0,18
3,1,1,1,18
3,0,0,0,19
3,1,0,1,19
3,0,0,1,20
3,1,0,0,20
3,0,1,0,21
3,1,1,1,21
3,0,0,1,22
3,1,1,0,22
3,0,1,1,23
3,1,0,0,23
