2,1,1,21
0,1,1,20
0,0,0,12
1,1,1,0
0,1,1,19
0,1,1,3
0,1,0,4
2,0,0,6
0,1,0,23
2,0,0,0
2,1,0,2
2,0,1,13
0,0,0,10
0,1,0,23
2,1,0,14
1,1,0,21
2,0,1,18
2,0,0,12
1,0,0,13
0,0,1,8
1,0,0,9
1,0,0,5
0,1,0,6
0,0,1,20
1,1,1,15
1,0,0,7
1,1,1,16
0,1,1,10
0,0,1,22
2,1,0,1
2,1,0,7
1,1,1,22
2,0,0,3
0,0,1,2
2,0,1,9
0,0,1,18
1,0,0,14
2,1,1,11
1,1,0,16
1,0,1,15
0,1,1,1
1,0,1,17
1,0,0,8
2,0,1,11
1,1,0,4
2,1,1,5
1,1,0,19
2,0,1,17
