0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,1,1,0,0,0,0
0,0,1,1,1,0,0,0
0,1,0,1,1,0,0,1
0,1,0,1,0,0,0,1
0,1,1,0,0,0,0,1
0,1,1,0,1,0,0,1
0,2,0,1,1,1,0,2
0,2,0,0,0,1,0,2
0,2,1,0,1,1,0,2
0,2,1,1,0,1,0,2
0,0,0,1,1,1,1,3
0,0,0,1,0,1,1,3
0,0,1,0,1,1,1,3
0,0,1,0,0,1,1,3
1,1,0,0,0,2,1,4
1,1,0,0,1,2,1,4
1,1,1,1,1,2,1,4
1,1,1,1,0,2,1,4
1,2,0,0,0,2,1,5
1,2,0,1,1,2,1,5
1,2,1,1,0,2,1,5
1,2,1,0,1,2,1,5
1,0,0,0,1,3,2,6
1,0,0,0,0,3,2,6
1,0,1,1,1,3,2,6
1,0,1,1,0,3,2,6
1,1,0,1,0,3,2,7
1,1,0,1,1,3,2,7
1,1,1,0,1,3,2,7
1,1,1,0,0,3,2,7
2,2,0,1,0,4,2,8
2,2,0,0,1,4,2,8
2,2,1,0,0,4,2,8
2,2,1,1,1,4,2,8
2,0,0,1,0,4,3,9
2,0,0,1,1,4,3,9
2,0,1,0,0,4,3,9
2,0,1,0,1,4,3,9
2,1,0,0,1,5,3,10
2,1,0,0,0,5,3,10
2,1,1,1,0,5,3,10
2,1,1,1,1,5,3,10
2,2,0,0,1,5,3,11
2,2,0,1,0,5,3,11
2,2,1,1,1,5,3,11
2,2,1,0,0,5,3,11
