1,15,8
2,22,9
3,8,7
1,22,9
0,23,13
3,19,6
3,9,11
3,5,0
0,21,23
0,0,11
0,4,15
1,12,16
2,16,21
0,15,2
2,0,10
1,7,22
3,14,17
2,18,20
1,11,2
3,4,21
1,10,10
0,13,5
2,2,4
0,17,1
1,1,0
1,3,5
0,3,23
0,16,14
2,6,1
1,17,16
3,6,3
0,1,19
3,21,18
3,9,12
2,14,18
1,13,7
3,11,20
3,2,4
1,8,6
2,23,14
2,19,3
0,20,17
1,20,15
2,12,22
2,5,13
0,7,8
3,10,19
2,18,12
