0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,1,0,0
0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,1,1,1
0,1,0,1,0,1,1,0,1
0,1,1,0,0,1,0,0,2
0,1,1,1,0,1,0,1,2
0,2,0,0,1,0,1,1,2
0,2,0,1,1,0,0,0,3
0,2,1,0,1,0,0,1,3
0,2,1,1,1,0,1,0,3
1,0,0,0,1,1,1,1,4
1,0,0,1,1,1,1,0,4
1,0,1,0,1,1,0,1,4
1,0,1,1,1,1,0,0,5
1,1,0,0,0,0,0,0,5
1,1,0,1,0,0,0,1,5
1,1,1,0,0,0,1,1,6
1,1,1,1,0,0,1,0,6
1,2,0,0,0,1,0,0,6
1,2,0,1,0,1,1,1,7
1,2,1,0,0,1,1,0,7
1,2,1,1,0,1,0,1,7
2,0,0,0,1,0,0,1,8
2,0,0,1,1,0,0,0,8
2,0,1,0,1,0,1,1,8
2,0,1,1,1,0,1,0,9
2,1,0,0,1,1,1,0,9
2,1,0,1,1,1,1,1,9
2,1,1,0,1,1,0,1,10
2,1,1,1,1,1,0,0,10
2,2,0,0,0,0,1,0,10
2,2,0,1,0,0,0,1,11
2,2,1,0,0,0,0,0,11
2,2,1,1,0,0,1,1,11
3,0,0,0,0,1,1,0,12
3,0,0,1,0,1,1,1,12
3,0,1,0,0,1,0,0,12
3,0,1,1,0,1,0,1,13
3,1,0,0,1,0,0,1,13
3,1,0,1,1,0,0,0,13
3,1,1,0,1,0,1,0,14
3,1,1,1,1,0,1,1,14
3,2,0,0,1,1,0,1,14
3,2,0,1,1,1,1,0,15
3,2,1,0,1,1,1,1,15
3,2,1,1,1,1,0,0,15
