3,0,0
3,1,0
3,0,1
3,1,1
0,1,2
2,0,2
1,0,3
1,1,3
0,1,4
0,0,4
1,1,5
0,0,5
3,1,6
2,0,6
1,1,7
2,0,7
3,0,8
2,1,8
0,1,9
1,0,9
0,0,10
1,1,10
0,0,11
1,1,11
0,1,12
1,0,12
3,1,13
1,0,13
2,0,14
2,1,14
2,1,15
0,0,15
1,0,16
2,1,16
0,0,17
2,1,17
3,0,18
1,1,18
3,0,19
3,1,19
0,1,20
2,0,20
2,0,21
2,1,21
3,1,22
0,0,22
1,1,23
3,0,23
