1,5
1,17
2,16
2,8
1,5
1,9
2,0
2,16
2,13
2,1
0,11
0,7
2,3
2,13
0,7
0,12
0,16
0,9
1,3
1,13
0,9
0,1
1,1
1,7
2,17
2,5
0,14
0,6
2,3
2,2
0,14
0,3
0,15
0,6
1,6
1,10
0,4
0,0
1,4
1,14
1,17
1,10
2,1
2,15
1,4
1,5
2,2
2,11
0,0
0,10
1,2
1,11
0,8
0,13
1,6
1,15
1,12
1,17
2,9
2,7
1,15
1,4
2,12
2,16
2,8
2,8
0,2
0,10
2,11
2,12
0,0
0,14
