0,14
0,7
1,21
1,8
2,4
2,20
3,21
3,1
4,0
4,23
5,20
5,12
6,10
6,9
7,6
7,2
8,5
8,8
9,4
9,11
10,15
10,0
11,22
11,6
0,8
0,23
1,1
1,14
2,21
2,11
3,12
3,2
4,3
4,22
5,19
5,2
6,20
6,1
7,10
7,11
8,13
8,12
9,16
9,19
10,18
10,3
11,19
11,17
0,10
0,3
1,15
1,7
2,6
2,7
3,5
3,13
4,16
4,9
5,16
5,17
6,17
6,18
7,5
7,0
8,22
8,18
9,15
9,23
10,14
10,13
11,9
11,4
