2,14
2,7
1,21
1,8
2,4
2,20
1,21
1,1
0,0
0,23
2,20
2,12
0,10
0,9
2,6
2,2
0,5
0,8
1,4
1,11
0,15
0,0
1,22
1,6
0,8
0,23
2,1
2,14
0,21
0,11
2,12
2,2
1,3
1,22
0,19
0,2
1,20
1,1
0,10
0,11
1,13
1,12
2,16
2,19
1,18
1,3
2,19
2,17
1,10
1,3
0,15
0,7
1,6
1,7
0,5
0,13
2,16
2,9
1,16
1,17
2,17
2,18
1,5
1,0
2,22
2,18
0,15
0,23
2,14
2,13
0,9
0,4
