0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,4,0,0,0,0,0
0,0,6,0,0,0,1,1
0,0,8,0,0,0,1,1
0,0,10,0,0,0,1,0
0,0,12,0,0,0,0,1
0,0,14,0,1,0,1,1
0,0,16,1,0,1,1,0
0,0,18,0,1,1,0,0
0,0,20,0,1,1,1,1
0,0,22,1,1,0,1,0
0,0,24,0,0,1,1,1
0,0,26,1,0,1,0,0
0,0,28,1,0,1,1,0
0,0,30,1,0,1,1,0
0,0,32,1,0,1,1,1
0,0,34,1,0,1,0,1
0,0,36,1,1,1,0,1
0,0,38,1,0,1,0,1
0,0,40,1,0,1,1,0
0,0,42,1,1,1,1,1
0,0,44,1,1,0,0,0
0,0,46,0,0,0,1,0
0,0,48,1,1,0,0,1
0,0,50,1,1,0,1,0
0,0,52,0,1,1,1,0
0,0,54,1,0,1,0,1
0,0,56,0,0,1,0,1
0,0,58,0,1,0,0,1
0,0,60,0,1,0,0,1
0,0,62,0,1,0,0,0
0,0,64,0,1,0,1,1
0,0,66,0,1,0,1,0
0,0,68,1,1,0,0,0
0,1,1,1,1,0,0,1
0,1,3,1,1,0,0,0
0,1,5,1,1,0,0,0
0,1,7,1,1,0,1,1
0,1,9,1,1,0,1,1
0,1,11,1,1,1,0,1
0,1,13,0,1,1,0,0
0,1,15,0,1,1,0,0
0,1,17,0,1,1,1,1
0,1,19,1,0,1,1,0
0,1,21,0,0,0,0,1
0,1,23,0,1,1,0,0
0,1,25,1,0,0,1,0
0,1,27,1,0,0,0,0
0,1,29,1,0,0,1,1
0,1,31,1,1,0,1,1
0,1,33,0,1,0,1,1
0,1,35,1,0,1,1,1
0,1,37,0,0,1,0,1
0,1,39,0,0,1,0,0
0,1,41,0,0,1,0,1
0,1,43,0,0,1,1,0
0,1,45,0,0,1,1,1
0,1,47,0,1,1,0,0
0,1,49,1,0,0,0,1
0,1,51,0,0,0,0,1
0,1,53,0,0,0,1,0
0,1,55,0,0,1,1,0
0,1,57,1,1,1,0,0
0,1,59,1,1,1,0,1
0,1,61,1,1,1,1,0
0,1,63,1,1,1,1,1
0,1,65,1,1,1,1,0
0,1,67,0,1,0,1,1
0,1,69,1,0,0,0,0
1,0,1,0,1,1,1,1
1,0,3,1,0,1,0,0
1,0,5,0,0,0,0,1
1,0,7,0,0,0,1,0
1,0,9,1,1,0,0,1
1,0,11,1,1,1,0,1
1,0,13,1,1,1,0,0
1,0,15,1,1,1,0,1
1,0,17,1,1,1,1,0
1,0,19,1,1,1,1,1
1,0,21,0,1,1,1,0
1,0,23,1,0,0,1,1
1,0,25,1,1,0,0,1
1,0,27,1,1,0,1,0
1,0,29,0,1,0,0,0
1,0,31,1,0,1,0,0
1,0,33,0,0,1,0,0
1,0,35,0,1,1,0,0
1,0,37,0,1,1,1,0
1,0,39,0,1,1,1,1
1,0,41,0,1,1,1,0
1,0,43,0,1,1,0,1
1,0,45,0,1,1,0,1
1,0,47,1,0,0,1,1
1,0,49,1,1,1,1,0
1,0,51,0,1,0,0,1
1,0,53,1,0,0,0,1
1,0,55,1,0,0,0,0
1,0,57,1,0,0,0,0
1,0,59,1,0,0,1,1
1,0,61,1,0,0,1,1
1,0,63,1,0,0,1,1
1,0,65,0,0,0,1,0
1,0,67,0,0,1,0,0
1,0,69,0,0,1,1,1
1,1,0,0,0,1,1,1
1,1,2,1,0,1,0,1
1,1,4,1,0,1,1,0
1,1,6,1,1,0,1,0
1,1,8,0,1,0,1,0
1,1,10,1,0,0,0,1
1,1,12,0,0,1,0,1
1,1,14,0,0,1,0,1
1,1,16,0,0,1,0,0
1,1,18,0,0,1,1,1
1,1,20,0,0,1,1,0
1,1,22,1,1,1,0,1
1,1,24,0,0,1,1,1
1,1,26,0,0,0,0,0
1,1,28,0,1,0,0,1
1,1,30,0,1,0,1,0
1,1,32,0,1,0,1,0
1,1,34,0,1,0,1,0
1,1,36,0,1,0,0,1
1,1,38,0,0,0,1,0
1,1,40,0,1,0,0,0
1,1,42,0,1,0,1,1
1,1,44,1,1,0,0,0
1,1,46,0,0,1,0,1
1,1,48,1,0,0,0,0
1,1,50,1,0,0,0,0
1,1,52,1,0,0,1,1
1,1,54,1,0,0,1,1
1,1,56,1,0,0,1,0
1,1,58,0,1,0,0,1
1,1,60,1,0,1,0,0
1,1,62,1,1,1,1,0
1,1,64,1,1,1,0,0
1,1,66,1,1,1,1,1
1,1,68,1,1,1,1,1
