0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,0,2,0,0,2,2,1,0,2,2,1,1,2,1,0,1,2,1,1,0,0,3,12
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,2,1,1,0,1,1,0,0,2,1,0,0,2,2,0,2,1,2,0,2,2,1,1,5,12
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,0,2,2,1,2,2,1,1,0,2,1,1,0,0,1,0,2,0,1,0,0,2,2,1,12
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,0,1,2,2,1,0,0,1,2,1,0,0,2,1,2,2,0,2,2,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,1,2,0,0,2,1,1,2,0,2,1,1,0,2,0,0,1,0,0,2,2,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,1,2,0,1,1,0,2,2,0,1,0,2,2,1,0,1,1,2,1,1,0,0,5,0
0,0,0,1,0,0,1,0,1,1,1,2,0,0,0,1,0,0,1,0,1,0,2,2,0,0,1,1,1,0,0,0,2,2,0,1,1,1,2,2,2,2,2,2,0,0,1,0,0,1,0,6
0,0,0,1,0,0,1,0,1,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,1,1,2,2,2,1,1,1,0,0,1,2,2,2,0,0,0,0,0,0,1,1,2,1,1,2,2,6
0,0,0,1,0,0,1,0,1,1,1,2,0,0,0,1,0,0,1,0,1,2,1,1,2,2,0,0,0,2,2,2,1,1,2,0,0,0,1,1,1,1,1,1,2,2,0,2,2,0,4,6
0,0,0,1,0,0,1,0,1,1,1,11,1,1,1,0,1,1,0,1,0,0,0,2,2,1,0,2,0,1,2,0,1,2,0,0,2,1,1,1,0,2,2,1,2,1,0,1,0,0,2,18
0,0,0,1,0,0,1,0,1,1,1,11,1,1,1,0,1,1,0,1,0,1,1,0,0,2,1,0,1,2,0,1,2,0,1,1,0,2,2,2,1,0,0,2,0,2,1,2,1,1,4,18
0,0,0,1,0,0,1,0,1,1,1,11,1,1,1,0,1,1,0,1,0,2,2,1,1,0,2,1,2,0,1,2,0,1,2,2,1,0,0,0,2,1,1,0,1,0,2,0,2,2,0,18
0,0,0,1,1,1,0,1,1,0,1,10,1,1,1,0,0,0,1,0,0,0,1,0,0,2,2,1,0,2,1,2,1,2,0,2,0,2,1,2,2,1,1,0,0,2,2,1,0,2,5,21
0,0,0,1,1,1,0,1,1,0,1,10,1,1,1,0,0,0,1,0,0,1,2,1,1,0,0,2,1,0,2,0,2,0,1,0,1,0,2,0,0,2,2,1,1,0,0,2,1,0,1,21
0,0,0,1,1,1,0,1,1,0,1,10,1,1,1,0,0,0,1,0,0,2,0,2,2,1,1,0,2,1,0,1,0,1,2,1,2,1,0,1,1,0,0,2,2,1,1,0,2,1,3,21
0,0,0,1,1,1,0,1,1,0,1,9,0,0,0,1,1,1,0,1,1,0,1,2,0,1,0,2,1,0,1,2,0,1,2,2,1,0,1,2,1,2,0,1,0,1,0,2,0,1,3,9
0,0,0,1,1,1,0,1,1,0,1,9,0,0,0,1,1,1,0,1,1,1,2,0,1,2,1,0,2,1,2,0,1,2,0,0,2,1,2,0,2,0,1,2,1,2,1,0,1,2,5,9
0,0,0,1,1,1,0,1,1,0,1,9,0,0,0,1,1,1,0,1,1,2,0,1,2,0,2,1,0,2,0,1,2,0,1,1,0,2,0,1,0,1,2,0,2,0,2,1,2,0,1,9
0,0,1,0,0,1,0,1,1,1,0,4,0,0,1,0,0,1,0,1,1,0,1,1,1,1,2,0,0,0,1,1,2,2,2,2,2,2,1,2,0,0,0,0,2,2,0,1,1,1,0,5
