0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,8
0,0,2,2,2,3,3,1,1,0
0,0,2,2,2,3,3,1,1,4
0,0,2,2,2,3,3,1,1,8
0,0,3,3,3,1,1,2,2,0
0,0,3,3,3,1,1,2,2,4
0,0,3,3,3,1,1,2,2,8
0,1,0,2,1,2,3,0,11,3
0,1,0,2,1,2,3,0,11,7
0,1,0,2,1,2,3,0,11,11
0,1,1,0,2,3,1,2,10,3
0,1,1,0,2,3,1,2,10,7
0,1,1,0,2,3,1,2,10,11
0,1,2,1,0,1,2,3,9,3
0,1,2,1,0,1,2,3,9,7
0,1,2,1,0,1,2,3,9,11
0,2,0,1,3,3,2,2,4,1
0,2,0,1,3,3,2,2,4,5
0,2,0,1,3,3,2,2,4,9
0,2,1,3,0,0,3,3,3,1
0,2,1,3,0,0,3,3,3,5
0,2,1,3,0,0,3,3,3,9
0,2,3,0,1,2,0,1,5,1
0,2,3,0,1,2,0,1,5,5
0,2,3,0,1,2,0,1,5,9
0,3,1,2,3,1,0,1,8,2
0,3,1,2,3,1,0,1,8,6
0,3,1,2,3,1,0,1,8,10
0,3,2,3,1,2,1,3,6,2
0,3,2,3,1,2,1,3,6,6
0,3,2,3,1,2,1,3,6,10
0,3,3,1,2,0,2,0,7,2
0,3,3,1,2,0,2,0,7,6
0,3,3,1,2,0,2,0,7,10
0,0,0,1,3,2,0,3,10,2
0,0,0,1,3,2,0,3,10,6
0,0,0,1,3,2,0,3,10,10
0,0,1,3,0,3,2,1,11,2
0,0,1,3,0,3,2,1,11,6
0,0,1,3,0,3,2,1,11,10
0,0,3,0,1,0,3,2,9,2
0,0,3,0,1,0,3,2,9,6
0,0,3,0,1,0,3,2,9,10
0,1,1,1,1,1,1,1,0,1
0,1,1,1,1,1,1,1,0,5
0,1,1,1,1,1,1,1,0,9
0,1,2,2,2,0,0,3,2,1
0,1,2,2,2,0,0,3,2,5
0,1,2,2,2,0,0,3,2,9
0,1,3,3,3,2,2,0,1,1
0,1,3,3,3,2,2,0,1,5
0,1,3,3,3,2,2,0,1,9
0,2,0,3,2,0,1,0,8,3
0,2,0,3,2,0,1,0,8,7
0,2,0,3,2,0,1,0,8,11
0,2,2,0,3,1,3,1,7,3
0,2,2,0,3,1,3,1,7,7
0,2,2,0,3,1,3,1,7,11
0,2,3,2,0,3,0,2,6,3
0,2,3,2,0,3,0,2,6,7
0,2,3,2,0,3,0,2,6,11
0,3,0,2,1,1,2,2,3,0
0,3,0,2,1,1,2,2,3,4
0,3,0,2,1,1,2,2,3,8
0,3,1,0,2,2,3,3,4,0
0,3,1,0,2,2,3,3,4,4
0,3,1,0,2,2,3,3,4,8
0,3,2,1,0,3,1,0,5,0
0,3,2,1,0,3,1,0,5,4
0,3,2,1,0,3,1,0,5,8
1,0,1,2,3,0,2,3,5,3
1,0,1,2,3,0,2,3,5,7
1,0,1,2,3,0,2,3,5,11
1,0,2,3,1,1,0,0,4,3
1,0,2,3,1,1,0,0,4,7
1,0,2,3,1,1,0,0,4,11
1,0,3,1,2,2,1,1,3,3
1,0,3,1,2,2,1,1,3,7
1,0,3,1,2,2,1,1,3,11
1,1,0,1,3,0,3,1,6,0
1,1,0,1,3,0,3,1,6,4
1,1,0,1,3,0,3,1,6,8
1,1,1,3,0,2,0,2,7,0
1,1,1,3,0,2,0,2,7,4
1,1,1,3,0,2,0,2,7,8
1,1,3,0,1,3,2,3,8,0
1,1,3,0,1,3,2,3,8,4
1,1,3,0,1,3,2,3,8,8
1,2,0,0,0,1,1,3,1,2
1,2,0,0,0,1,1,3,1,6
1,2,0,0,0,1,1,3,1,10
1,2,1,1,1,3,3,0,2,2
1,2,1,1,1,3,3,0,2,6
1,2,1,1,1,3,3,0,2,10
1,2,2,2,2,2,2,2,0,2
1,2,2,2,2,2,2,2,0,6
1,2,2,2,2,2,2,2,0,10
1,3,0,3,2,3,0,1,9,1
1,3,0,3,2,3,0,1,9,5
1,3,0,3,2,3,0,1,9,9
1,3,2,0,3,0,1,2,11,1
1,3,2,0,3,0,1,2,11,5
1,3,2,0,3,0,1,2,11,9
1,3,3,2,0,1,3,0,10,1
1,3,3,2,0,1,3,0,10,5
1,3,3,2,0,1,3,0,10,9
1,0,0,2,1,3,1,3,7,1
1,0,0,2,1,3,1,3,7,5
1,0,0,2,1,3,1,3,7,9
1,0,1,0,2,1,2,0,6,1
1,0,1,0,2,1,2,0,6,5
1,0,1,0,2,1,2,0,6,9
1,0,2,1,0,2,3,2,8,1
1,0,2,1,0,2,3,2,8,5
1,0,2,1,0,2,3,2,8,9
1,1,0,3,2,1,3,2,5,2
1,1,0,3,2,1,3,2,5,6
1,1,0,3,2,1,3,2,5,10
1,1,2,0,3,3,0,0,3,2
1,1,2,0,3,3,0,0,3,6
1,1,2,0,3,3,0,0,3,10
1,1,3,2,0,0,1,1,4,2
1,1,3,2,0,0,1,1,4,6
1,1,3,2,0,0,1,1,4,10
1,2,1,2,3,2,1,0,9,0
1,2,1,2,3,2,1,0,9,4
1,2,1,2,3,2,1,0,9,8
1,2,2,3,1,0,2,1,10,0
1,2,2,3,1,0,2,1,10,4
1,2,2,3,1,0,2,1,10,8
1,2,3,1,2,1,0,3,11,0
1,2,3,1,2,1,0,3,11,4
1,2,3,1,2,1,0,3,11,8
1,3,0,0,0,2,2,1,2,3
1,3,0,0,0,2,2,1,2,7
1,3,0,0,0,2,2,1,2,11
1,3,1,1,1,0,0,2,1,3
1,3,1,1,1,0,0,2,1,7
1,3,1,1,1,0,0,2,1,11
1,3,3,3,3,3,3,3,0,3
1,3,3,3,3,3,3,3,0,7
1,3,3,3,3,3,3,3,0,11
