0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,2
0,0,0,0,0,0,0,0,0,0,0,0,8,3
0,0,2,2,2,3,3,3,1,1,1,1,0,2
0,0,2,2,2,3,3,3,1,1,1,1,4,0
0,0,2,2,2,3,3,3,1,1,1,1,8,1
0,0,3,3,3,1,1,1,2,2,2,2,0,3
0,0,3,3,3,1,1,1,2,2,2,2,4,0
0,0,3,3,3,1,1,1,2,2,2,2,8,1
0,1,0,2,1,2,3,1,2,0,3,11,3,2
0,1,0,2,1,2,3,1,2,0,3,11,7,1
0,1,0,2,1,2,3,1,2,0,3,11,11,3
0,1,1,0,2,3,1,2,3,2,0,10,3,3
0,1,1,0,2,3,1,2,3,2,0,10,7,0
0,1,1,0,2,3,1,2,3,2,0,10,11,2
0,1,2,1,0,1,2,3,0,3,2,9,3,2
0,1,2,1,0,1,2,3,0,3,2,9,7,1
0,1,2,1,0,1,2,3,0,3,2,9,11,0
0,2,0,1,3,3,2,0,1,2,3,4,1,1
0,2,0,1,3,3,2,0,1,2,3,4,5,0
0,2,0,1,3,3,2,0,1,2,3,4,9,3
0,2,1,3,0,0,3,2,2,3,1,3,1,3
0,2,1,3,0,0,3,2,2,3,1,3,5,1
0,2,1,3,0,0,3,2,2,3,1,3,9,2
0,2,3,0,1,2,0,3,3,1,2,5,1,0
0,2,3,0,1,2,0,3,3,1,2,5,5,3
0,2,3,0,1,2,0,3,3,1,2,5,9,2
0,3,1,2,3,1,0,2,0,1,3,8,2,2
0,3,1,2,3,1,0,2,0,1,3,8,6,1
0,3,1,2,3,1,0,2,0,1,3,8,10,0
0,3,2,3,1,2,1,0,1,3,0,6,2,1
0,3,2,3,1,2,1,0,1,3,0,6,6,3
0,3,2,3,1,2,1,0,1,3,0,6,10,2
0,3,3,1,2,0,2,1,3,0,1,7,2,3
0,3,3,1,2,0,2,1,3,0,1,7,6,0
0,3,3,1,2,0,2,1,3,0,1,7,10,1
1,0,0,1,3,2,0,3,2,3,1,10,2,3
1,0,0,1,3,2,0,3,2,3,1,10,6,2
1,0,0,1,3,2,0,3,2,3,1,10,10,0
1,0,1,3,0,3,2,0,3,1,2,11,2,3
1,0,1,3,0,3,2,0,3,1,2,11,6,1
1,0,1,3,0,3,2,0,3,1,2,11,10,0
1,0,3,0,1,0,3,2,1,2,3,9,2,1
1,0,3,0,1,0,3,2,1,2,3,9,6,2
1,0,3,0,1,0,3,2,1,2,3,9,10,3
1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,5,3
1,1,1,1,1,1,1,1,1,1,1,0,9,0
1,1,2,2,2,0,0,0,3,3,3,2,1,1
1,1,2,2,2,0,0,0,3,3,3,2,5,2
1,1,2,2,2,0,0,0,3,3,3,2,9,3
1,1,3,3,3,2,2,2,0,0,0,1,1,1
1,1,3,3,3,2,2,2,0,0,0,1,5,2
1,1,3,3,3,2,2,2,0,0,0,1,9,0
1,2,0,3,2,0,1,3,1,0,2,8,3,2
1,2,0,3,2,0,1,3,1,0,2,8,7,0
1,2,0,3,2,0,1,3,1,0,2,8,11,3
1,2,2,0,3,1,3,0,2,1,0,7,3,0
1,2,2,0,3,1,3,0,2,1,0,7,7,3
1,2,2,0,3,1,3,0,2,1,0,7,11,1
1,2,3,2,0,3,0,1,0,2,1,6,3,2
1,2,3,2,0,3,0,1,0,2,1,6,7,0
1,2,3,2,0,3,0,1,0,2,1,6,11,1
1,3,0,2,1,1,2,3,3,2,0,3,0,0
1,3,0,2,1,1,2,3,3,2,0,3,4,2
1,3,0,2,1,1,2,3,3,2,0,3,8,1
1,3,1,0,2,2,3,1,0,3,2,4,0,1
1,3,1,0,2,2,3,1,0,3,2,4,4,3
1,3,1,0,2,2,3,1,0,3,2,4,8,2
1,3,2,1,0,3,1,2,2,0,3,5,0,0
1,3,2,1,0,3,1,2,2,0,3,5,4,2
1,3,2,1,0,3,1,2,2,0,3,5,8,3
2,0,1,2,3,0,2,1,1,3,0,5,3,0
2,0,1,2,3,0,2,1,1,3,0,5,7,1
2,0,1,2,3,0,2,1,1,3,0,5,11,3
2,0,2,3,1,1,0,2,3,0,1,4,3,1
2,0,2,3,1,1,0,2,3,0,1,4,7,0
2,0,2,3,1,1,0,2,3,0,1,4,11,2
2,0,3,1,2,2,1,0,0,1,3,3,3,2
2,0,3,1,2,2,1,0,0,1,3,3,7,1
2,0,3,1,2,2,1,0,0,1,3,3,11,3
2,1,0,1,3,0,3,2,3,1,2,6,0,2
2,1,0,1,3,0,3,2,3,1,2,6,4,3
2,1,0,1,3,0,3,2,3,1,2,6,8,1
2,1,1,3,0,2,0,3,1,2,3,7,0,2
2,1,1,3,0,2,0,3,1,2,3,7,4,0
2,1,1,3,0,2,0,3,1,2,3,7,8,3
2,1,3,0,1,3,2,0,2,3,1,8,0,0
