2,1,3,0,1,3,2,0,2,3,1,8,4,3
2,1,3,0,1,3,2,0,2,3,1,8,8,1
2,2,0,0,0,1,1,1,3,3,3,1,2,3
2,2,0,0,0,1,1,1,3,3,3,1,6,1
2,2,0,0,0,1,1,1,3,3,3,1,10,2
2,2,1,1,1,3,3,3,0,0,0,2,2,0
2,2,1,1,1,3,3,3,0,0,0,2,6,1
2,2,1,1,1,3,3,3,0,0,0,2,10,2
2,2,2,2,2,2,2,2,2,2,2,0,2,3
2,2,2,2,2,2,2,2,2,2,2,0,6,0
2,2,2,2,2,2,2,2,2,2,2,0,10,2
2,3,0,3,2,3,0,1,2,1,0,9,1,0
2,3,0,3,2,3,0,1,2,1,0,9,5,1
2,3,0,3,2,3,0,1,2,1,0,9,9,2
2,3,2,0,3,0,1,3,0,2,1,11,1,3
2,3,2,0,3,0,1,3,0,2,1,11,5,2
2,3,2,0,3,0,1,3,0,2,1,11,9,0
2,3,3,2,0,1,3,0,1,0,2,10,1,3
2,3,3,2,0,1,3,0,1,0,2,10,5,1
2,3,3,2,0,1,3,0,1,0,2,10,9,0
3,0,0,2,1,3,1,2,0,3,2,7,1,2
3,0,0,2,1,3,1,2,0,3,2,7,5,3
3,0,0,2,1,3,1,2,0,3,2,7,9,0
3,0,1,0,2,1,2,3,2,0,3,6,1,1
3,0,1,0,2,1,2,3,2,0,3,6,5,0
3,0,1,0,2,1,2,3,2,0,3,6,9,2
3,0,2,1,0,2,3,1,3,2,0,8,1,3
3,0,2,1,0,2,3,1,3,2,0,8,5,2
3,0,2,1,0,2,3,1,3,2,0,8,9,1
3,1,0,3,2,1,3,0,0,2,1,5,2,1
3,1,0,3,2,1,3,0,0,2,1,5,6,0
3,1,0,3,2,1,3,0,0,2,1,5,10,3
3,1,2,0,3,3,0,1,1,0,2,3,2,1
3,1,2,0,3,3,0,1,1,0,2,3,6,2
3,1,2,0,3,3,0,1,1,0,2,3,10,0
3,1,3,2,0,0,1,3,2,1,0,4,2,0
3,1,3,2,0,0,1,3,2,1,0,4,6,3
3,1,3,2,0,0,1,3,2,1,0,4,10,2
3,2,1,2,3,2,1,0,3,0,1,9,0,3
3,2,1,2,3,2,1,0,3,0,1,9,4,2
3,2,1,2,3,2,1,0,3,0,1,9,8,1
3,2,2,3,1,0,2,1,0,1,3,10,0,1
3,2,2,3,1,0,2,1,0,1,3,10,4,3
3,2,2,3,1,0,2,1,0,1,3,10,8,0
3,2,3,1,2,1,0,2,1,3,0,11,0,0
3,2,3,1,2,1,0,2,1,3,0,11,4,2
3,2,3,1,2,1,0,2,1,3,0,11,8,1
3,3,0,0,0,2,2,2,1,1,1,2,3,2
3,3,0,0,0,2,2,2,1,1,1,2,7,3
3,3,0,0,0,2,2,2,1,1,1,2,11,0
3,3,1,1,1,0,0,0,2,2,2,1,3,2
3,3,1,1,1,0,0,0,2,2,2,1,7,3
3,3,1,1,1,0,0,0,2,2,2,1,11,1
3,3,3,3,3,3,3,3,3,3,3,0,3,0
3,3,3,3,3,3,3,3,3,3,3,0,7,1
3,3,3,3,3,3,3,3,3,3,3,0,11,3
