0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,3,3,2,2,2,2,3,3,3,2
0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,2,2,1,1,1,3,1,1,1,1
0,0,0,1,1,1,3,3,3,0,0,1,1,3,3,0,0,3,3,3,2,2,2,2,5
0,0,0,1,1,1,3,3,3,1,1,3,3,0,0,2,2,2,2,2,0,1,1,1,4
0,0,0,1,1,1,3,3,3,2,2,2,2,2,2,1,1,0,0,0,1,3,3,3,3
0,0,0,2,2,2,1,1,1,0,0,2,2,1,1,0,0,1,1,1,3,3,3,3,7
0,0,0,2,2,2,1,1,1,1,1,0,0,2,2,3,3,3,3,3,0,2,2,2,8
0,0,0,2,2,2,1,1,1,3,3,3,3,3,3,1,1,2,2,2,1,0,0,0,6
0,0,3,0,3,2,3,1,2,0,2,0,3,0,2,0,2,0,3,2,2,2,1,0,9
0,0,3,0,3,2,3,1,2,2,3,1,0,1,0,2,1,3,2,0,1,1,0,2,11
0,0,3,0,3,2,3,1,2,3,0,3,1,2,1,1,0,2,0,3,3,0,2,1,10
0,0,3,2,0,3,2,3,1,0,1,2,1,0,3,1,2,3,0,1,3,1,3,0,14
0,0,3,2,0,3,2,3,1,1,2,3,2,2,0,2,3,0,1,3,0,3,0,1,13
0,0,3,2,0,3,2,3,1,2,0,1,3,3,2,3,1,1,3,0,2,0,1,3,12
0,0,3,3,2,0,1,2,3,1,3,0,1,3,0,2,0,1,0,2,2,3,1,2,17
0,0,3,3,2,0,1,2,3,2,1,1,2,0,1,3,2,2,1,0,1,2,3,1,16
0,0,3,3,2,0,1,2,3,3,2,2,0,1,3,0,3,0,2,1,0,1,2,3,15
0,0,1,1,2,3,3,2,0,0,2,1,0,2,1,2,3,3,0,1,1,0,3,2,19
0,0,1,1,2,3,3,2,0,2,3,3,1,0,2,3,1,0,1,3,0,3,2,0,20
0,0,1,1,2,3,3,2,0,3,0,0,3,1,0,1,2,1,3,0,3,2,0,3,18
0,0,1,2,3,1,2,0,3,0,3,2,3,3,1,0,3,2,1,0,3,1,0,2,23
0,0,1,2,3,1,2,0,3,1,0,3,0,1,2,2,0,0,2,1,1,2,1,0,21
0,0,1,2,3,1,2,0,3,3,1,0,2,2,3,3,2,1,0,2,2,0,2,1,22
0,0,1,3,1,2,0,3,2,1,3,1,2,1,3,0,1,3,1,2,0,0,1,3,25
0,0,1,3,1,2,0,3,2,2,1,2,0,3,0,3,0,2,3,1,3,3,0,1,26
0,0,1,3,1,2,0,3,2,3,2,0,1,0,1,1,3,1,2,3,2,1,3,0,24
0,0,2,0,1,3,1,0,2,0,3,0,2,1,2,3,1,3,0,1,2,2,3,1,27
0,0,2,0,1,3,1,0,2,1,0,2,3,2,3,2,3,1,3,0,1,1,2,3,28
0,0,2,0,1,3,1,0,2,3,1,3,0,3,1,1,2,0,1,3,0,3,1,2,29
0,0,2,1,3,0,0,2,1,0,1,1,3,2,0,0,1,1,2,3,1,0,2,1,32
0,0,2,1,3,0,0,2,1,1,2,2,1,3,2,1,3,2,3,1,3,2,1,0,31
0,0,2,1,3,0,0,2,1,2,0,3,2,0,3,3,0,3,1,2,2,1,0,2,30
0,0,2,3,0,1,2,1,0,1,3,2,0,0,1,2,1,0,3,2,3,0,3,2,35
0,0,2,3,0,1,2,1,0,2,1,0,1,1,3,0,2,2,0,3,0,2,0,3,33
0,0,2,3,0,1,2,1,0,3,2,1,2,3,0,1,0,3,2,0,1,3,2,0,34
0,1,2,1,2,3,2,0,3,1,3,1,2,1,3,1,3,1,2,3,3,3,0,1,9
0,1,2,1,2,3,2,0,3,2,1,2,0,3,0,0,1,3,1,2,2,1,3,0,10
0,1,2,1,2,3,2,0,3,3,2,0,1,0,1,3,0,2,3,1,0,0,1,3,11
0,1,2,2,3,1,0,3,2,0,2,1,0,2,1,3,1,0,1,3,3,2,0,3,17
0,1,2,2,3,1,0,3,2,2,3,3,1,0,2,1,2,1,3,0,1,0,3,2,15
0,1,2,2,3,1,0,3,2,3,0,0,3,1,0,2,3,3,0,1,0,3,2,0,16
0,1,2,3,1,2,3,2,0,0,3,2,3,3,1,3,2,1,0,2,1,2,1,0,13
0,1,2,3,1,2,3,2,0,1,0,3,0,1,2,0,3,2,1,0,2,0,2,1,14
0,1,2,3,1,2,3,2,0,3,1,0,2,2,3,2,0,0,2,1,3,1,0,2,12
0,1,1,0,0,0,2,2,2,0,0,2,2,1,1,3,3,3,3,3,1,0,0,0,4
0,1,1,0,0,0,2,2,2,1,1,0,0,2,2,1,1,2,2,2,3,3,3,3,5
0,1,1,0,0,0,2,2,2,3,3,3,3,3,3,0,0,1,1,1,0,2,2,2,3
