0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,2,2,0,0,3,3,3,3,0,0,0,2,0,0,0,1
0,1,1,1,1,1,1,1,1,3,3,2,2,0,0,2,2,3,3,3,3,2,2,2,2
0,1,1,3,3,3,0,0,0,0,0,1,1,3,3,2,2,2,2,2,1,3,3,3,8
0,1,1,3,3,3,0,0,0,1,1,3,3,0,0,1,1,0,0,0,2,2,2,2,7
0,1,1,3,3,3,0,0,0,2,2,2,2,2,2,0,0,3,3,3,0,1,1,1,6
0,1,3,0,2,1,1,3,0,0,3,3,0,2,3,0,2,3,2,0,2,3,0,1,31
0,1,3,0,2,1,1,3,0,1,0,0,2,3,1,1,0,0,3,2,0,1,3,0,32
0,1,3,0,2,1,1,3,0,3,1,2,3,1,2,2,1,2,0,3,3,0,1,3,30
0,1,3,1,0,2,0,1,3,0,1,3,2,3,2,3,2,0,2,1,0,0,3,2,28
0,1,3,1,0,2,0,1,3,1,2,1,3,0,3,2,0,2,1,0,3,3,2,0,27
0,1,3,1,0,2,0,1,3,2,0,2,1,2,0,0,3,1,0,2,1,2,0,3,29
0,1,3,2,1,0,3,0,1,0,2,3,1,1,0,3,0,1,2,3,2,1,2,3,35
0,1,3,2,1,0,3,0,1,2,3,0,3,2,1,0,1,2,3,1,0,2,3,1,34
0,1,3,2,1,0,3,0,1,3,0,1,0,0,2,1,3,3,1,2,1,3,1,2,33
0,1,0,0,3,2,2,3,1,1,3,0,1,3,0,3,2,2,1,0,0,1,2,3,19
0,1,0,0,3,2,2,3,1,2,1,1,2,0,1,0,3,0,2,1,2,3,1,2,18
0,1,0,0,3,2,2,3,1,3,2,2,0,1,3,2,0,1,0,2,1,2,3,1,20
0,1,0,2,0,3,1,2,3,0,2,0,3,0,2,1,0,2,0,3,1,1,0,2,25
0,1,0,2,0,3,1,2,3,2,3,1,0,1,0,0,2,0,3,2,3,0,2,1,24
0,1,0,2,0,3,1,2,3,3,0,3,1,2,1,2,1,3,2,0,2,2,1,0,26
0,1,0,3,2,0,3,1,2,0,1,2,1,0,3,3,1,1,3,0,0,3,0,1,21
0,1,0,3,2,0,3,1,2,1,2,3,2,2,0,1,2,3,0,1,2,0,1,3,23
0,1,0,3,2,0,3,1,2,2,0,1,3,3,2,2,3,0,1,3,3,1,3,0,22
1,0,3,0,1,3,0,2,1,1,3,2,0,0,1,1,0,3,2,0,0,2,0,3,22
1,0,3,0,1,3,0,2,1,2,1,0,1,1,3,2,1,0,3,2,1,3,2,0,23
1,0,3,0,1,3,0,2,1,3,2,1,2,3,0,0,2,2,0,3,3,0,3,2,21
1,0,3,1,3,0,2,1,0,0,3,0,2,1,2,1,2,0,1,3,1,1,2,3,26
1,0,3,1,3,0,2,1,0,1,0,2,3,2,3,3,1,3,0,1,0,3,1,2,24
1,0,3,1,3,0,2,1,0,3,1,3,0,3,1,2,3,1,3,0,2,2,3,1,25
1,0,3,3,0,1,1,0,2,0,1,1,3,2,0,1,3,2,3,1,2,1,0,2,20
1,0,3,3,0,1,1,0,2,1,2,2,1,3,2,3,0,3,1,2,1,0,2,1,18
1,0,3,3,0,1,1,0,2,2,0,3,2,0,3,0,1,1,2,3,3,2,1,0,19
1,0,0,1,2,3,0,3,2,0,3,2,3,3,1,2,0,0,2,1,2,0,2,1,33
1,0,0,1,2,3,0,3,2,1,0,3,0,1,2,3,2,1,0,2,3,1,0,2,34
1,0,0,1,2,3,0,3,2,3,1,0,2,2,3,0,3,2,1,0,1,2,1,0,35
1,0,0,2,3,1,3,2,0,1,3,1,2,1,3,3,0,2,3,1,2,1,3,0,29
1,0,0,2,3,1,3,2,0,2,1,2,0,3,0,1,3,1,2,3,0,0,1,3,27
1,0,0,2,3,1,3,2,0,3,2,0,1,0,1,0,1,3,1,2,3,3,0,1,28
1,0,0,3,1,2,2,0,3,0,2,1,0,2,1,1,2,1,3,0,0,3,2,0,30
1,0,0,3,1,2,2,0,3,2,3,3,1,0,2,2,3,3,0,1,3,2,0,3,32
1,0,0,3,1,2,2,0,3,3,0,0,3,1,0,3,1,0,1,3,1,0,3,2,31
1,0,2,0,0,0,3,3,3,1,1,1,1,1,1,3,3,0,0,0,3,2,2,2,6
1,0,2,0,0,0,3,3,3,2,2,0,0,3,3,2,2,3,3,3,1,1,1,1,7
1,0,2,0,0,0,3,3,3,3,3,2,2,0,0,1,1,1,1,1,2,0,0,0,8
1,0,2,2,2,2,2,2,2,0,0,1,1,3,3,1,1,0,0,0,0,1,1,1,2
1,0,2,2,2,2,2,2,2,1,1,3,3,0,0,0,0,3,3,3,1,3,3,3,1
1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
1,0,2,3,3,3,1,1,1,0,0,0,0,0,0,3,3,2,2,2,3,1,1,1,3
1,0,2,3,3,3,1,1,1,2,2,3,3,1,1,2,2,1,1,1,0,0,0,0,5
1,0,2,3,3,3,1,1,1,3,3,1,1,2,2,0,0,0,0,0,2,3,3,3,4
1,0,1,0,2,1,0,1,3,0,2,3,1,1,0,1,3,3,1,2,0,2,3,1,12
1,0,1,0,2,1,0,1,3,2,3,0,3,2,1,3,0,1,2,3,1,3,1,2,14
1,0,1,0,2,1,0,1,3,3,0,1,0,0,2,0,1,2,3,1,2,1,2,3,13
1,0,1,1,0,2,3,0,1,0,3,3,0,2,3,1,0,0,3,2,3,0,1,3,16
1,0,1,1,0,2,3,0,1,1,0,0,2,3,1,2,1,2,0,3,2,3,0,1,15
1,0,1,1,0,2,3,0,1,3,1,2,3,1,2,0,2,3,2,0,0,1,3,0,17
1,0,1,2,1,0,1,3,0,0,1,3,2,3,2,0,3,1,0,2,3,3,2,0,11
1,0,1,2,1,0,1,3,0,1,2,1,3,0,3,3,2,0,2,1,1,2,0,3,10
1,0,1,2,1,0,1,3,0,2,0,2,1,2,0,2,0,2,1,0,0,0,3,2,9
1,1,1,0,3,2,1,2,3,0,1,2,1,0,3,2,3,0,1,3,2,0,1,3,34
1,1,1,0,3,2,1,2,3,1,2,3,2,2,0,3,1,1,3,0,3,1,3,0,33
1,1,1,0,3,2,1,2,3,2,0,1,3,3,2,1,2,3,0,1,0,3,0,1,35
1,1,1,2,0,3,3,1,2,1,3,0,1,3,0,0,3,0,2,1,1,2,3,1,30
1,1,1,2,0,3,3,1,2,2,1,1,2,0,1,2,0,1,0,2,0,1,2,3,31
1,1,1,2,0,3,3,1,2,3,2,2,0,1,3,3,2,2,1,0,2,3,1,2,32
1,1,1,3,2,0,2,3,1,0,2,0,3,0,2,2,1,3,2,0,3,0,2,1,29
1,1,1,3,2,0,2,3,1,2,3,1,0,1,0,1,0,2,0,3,2,2,1,0,28
1,1,1,3,2,0,2,3,1,3,0,3,1,2,1,0,2,0,3,2,1,1,0,2,27
1,1,2,0,2,1,3,0,1,0,1,3,2,3,2,2,0,2,1,0,1,2,0,3,24
1,1,2,0,2,1,3,0,1,1,2,1,3,0,3,0,3,1,0,2,0,0,3,2,26
1,1,2,0,2,1,3,0,1,2,0,2,1,2,0,3,2,0,2,1,3,3,2,0,25
1,1,2,1,0,2,1,3,0,0,2,3,1,1,0,0,1,2,3,1,1,3,1,2,22
1,1,2,1,0,2,1,3,0,2,3,0,3,2,1,1,3,3,1,2,2,1,2,3,21
1,1,2,1,0,2,1,3,0,3,0,1,0,0,2,3,0,1,2,3,0,2,3,1,23
1,1,2,2,1,0,0,1,3,0,3,3,0,2,3,2,1,2,0,3,0,1,3,0,18
1,1,2,2,1,0,0,1,3,1,0,0,2,3,1,0,2,3,2,0,3,0,1,3,20
1,1,2,2,1,0,0,1,3,3,1,2,3,1,2,1,0,0,3,2,2,3,0,1,19
1,1,0,0,1,3,2,1,0,0,1,1,3,2,0,3,0,3,1,2,3,2,1,0,15
1,1,0,0,1,3,2,1,0,1,2,2,1,3,2,0,1,1,2,3,2,1,0,2,16
1,1,0,0,1,3,2,1,0,2,0,3,2,0,3,1,3,2,3,1,1,0,2,1,17
1,1,0,1,3,0,1,0,2,1,3,2,0,0,1,0,2,2,0,3,1,3,2,0,12
1,1,0,1,3,0,1,0,2,2,1,0,1,1,3,1,0,3,2,0,3,0,3,2,13
1,1,0,1,3,0,1,0,2,3,2,1,2,3,0,2,1,0,3,2,0,2,0,3,14
1,1,0,3,0,1,0,2,1,0,3,0,2,1,2,2,3,1,3,0,0,3,1,2,10
1,1,0,3,0,1,0,2,1,1,0,2,3,2,3,1,2,0,1,3,2,2,3,1,11
1,1,0,3,0,1,0,2,1,3,1,3,0,3,1,3,1,3,0,1,1,1,2,3,9
1,1,3,1,1,1,2,2,2,0,0,0,0,0,0,2,2,1,1,1,2,3,3,3,6
1,1,3,1,1,1,2,2,2,2,2,3,3,1,1,0,0,0,0,0,3,1,1,1,8
1,1,3,1,1,1,2,2,2,3,3,1,1,2,2,3,3,2,2,2,0,0,0,0,7
1,1,3,2,2,2,0,0,0,1,1,1,1,1,1,2,2,3,3,3,2,0,0,0,3
1,1,3,2,2,2,0,0,0,2,2,0,0,3,3,1,1,1,1,1,3,2,2,2,4
1,1,3,2,2,2,0,0,0,3,3,2,2,0,0,3,3,0,0,0,1,1,1,1,5
1,1,3,3,3,3,3,3,3,0,0,2,2,1,1,1,1,2,2,2,0,2,2,2,1
1,1,3,3,3,3,3,3,3,1,1,0,0,2,2,0,0,1,1,1,1,0,0,0,2
1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
