"140,2^14,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,5^1,10^1"	74																																																																																																																																																																																														
"140,2^7,5^1,10^1"	74																																																																																																																																																																																														
"140,2^3,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,70^1"	104																																																																																																																																																																																														
"140,2^13,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^11,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^16,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^14,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^15,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^18,10^1,14^1"	156																																																																																																																																																																																														
"140,2^3,70^1,5^1"	170																																																																																																																																																																																														
"140,2^3,70^1,14^1"	188																																																																																																																																																																																														
"140,2^3,70^1,10^1"	204																																																																																																																																																																																														
"140,2^5,70^1"	224																																																																																																																																																																																														
"140,2^4,70^1,10^1"	224																																																																																																																																																																																														
"140,2^6,70^1"	252																																																																																																																																																																																														
"140,2^4,70^1,5^1"	290																																																																																																																																																																																														
"140,2^5,70^1,10^1"	292																																																																																																																																																																																														
"140,2^2,70^1,5^1,10^1"	312																																																																																																																																																																																														
"140,2^7,70^1"	316																																																																																																																																																																																														
"140,2^21,5^2"	328																																																																																																																																																																																														
"140,2^5,70^1,35^1"	332																																																																																																																																																																																														
Generation	59																																																																																																																																																																																														
"140,2^14,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,5^1,10^1"	74																																																																																																																																																																																														
"140,2^7,5^1,10^1"	74																																																																																																																																																																																														
"140,2^3,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,70^1"	104																																																																																																																																																																																														
"140,2^13,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^11,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^16,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^14,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^15,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^18,10^1,14^1"	156																																																																																																																																																																																														
"140,2^3,70^1,5^1"	170																																																																																																																																																																																														
"140,2^3,70^1,14^1"	188																																																																																																																																																																																														
"140,2^3,70^1,10^1"	204																																																																																																																																																																																														
"140,2^5,70^1"	224																																																																																																																																																																																														
"140,2^4,70^1,10^1"	224																																																																																																																																																																																														
"140,2^6,70^1"	252																																																																																																																																																																																														
"140,2^4,70^1,5^1"	290																																																																																																																																																																																														
"140,2^5,70^1,10^1"	292																																																																																																																																																																																														
"140,2^2,70^1,5^1,10^1"	312																																																																																																																																																																																														
"140,2^7,70^1"	316																																																																																																																																																																																														
"140,2^21,5^2"	328																																																																																																																																																																																														
"140,2^5,70^1,35^1"	332																																																																																																																																																																																														
Generation	60																																																																																																																																																																																														
"140,2^14,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,5^1,10^1"	74																																																																																																																																																																																														
"140,2^7,5^1,10^1"	74																																																																																																																																																																																														
"140,2^3,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,70^1"	104																																																																																																																																																																																														
"140,2^13,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^11,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^16,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^14,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^15,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^18,10^1,14^1"	156																																																																																																																																																																																														
"140,2^3,70^1,5^1"	170																																																																																																																																																																																														
"140,2^3,70^1,14^1"	188																																																																																																																																																																																														
"140,2^3,70^1,10^1"	204																																																																																																																																																																																														
"140,2^5,70^1"	224																																																																																																																																																																																														
"140,2^4,70^1,10^1"	224																																																																																																																																																																																														
"140,2^6,70^1"	252																																																																																																																																																																																														
"140,2^4,70^1,5^1"	290																																																																																																																																																																																														
"140,2^5,70^1,10^1"	292																																																																																																																																																																																														
"140,2^2,70^1,5^1,10^1"	312																																																																																																																																																																																														
"140,2^7,70^1"	316																																																																																																																																																																																														
"140,2^21,5^2"	328																																																																																																																																																																																														
"140,2^5,70^1,35^1"	332																																																																																																																																																																																														
Generation	61																																																																																																																																																																																														
"140,2^14,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,5^1,10^1"	74																																																																																																																																																																																														
"140,2^7,5^1,10^1"	74																																																																																																																																																																																														
"140,2^3,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,70^1"	104																																																																																																																																																																																														
"140,2^13,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^11,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^16,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^14,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^15,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^18,10^1,14^1"	156																																																																																																																																																																																														
"140,2^3,70^1,5^1"	170																																																																																																																																																																																														
"140,2^3,70^1,14^1"	188																																																																																																																																																																																														
"140,2^3,70^1,10^1"	204																																																																																																																																																																																														
"140,2^5,70^1"	224																																																																																																																																																																																														
"140,2^4,70^1,10^1"	224																																																																																																																																																																																														
"140,2^6,70^1"	252																																																																																																																																																																																														
"140,2^4,70^1,5^1"	290																																																																																																																																																																																														
"140,2^5,70^1,10^1"	292																																																																																																																																																																																														
"140,2^2,70^1,5^1,10^1"	312																																																																																																																																																																																														
"140,2^7,70^1"	316																																																																																																																																																																																														
"140,2^21,5^2"	328																																																																																																																																																																																														
"140,2^5,70^1,35^1"	332																																																																																																																																																																																														
Generation	62																																																																																																																																																																																														
"140,2^14,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,5^1,10^1"	74																																																																																																																																																																																														
"140,2^7,5^1,10^1"	74																																																																																																																																																																																														
"140,2^3,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,70^1"	104																																																																																																																																																																																														
"140,2^13,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^11,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^16,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^14,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^15,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^18,10^1,14^1"	156																																																																																																																																																																																														
"140,2^3,70^1,5^1"	170																																																																																																																																																																																														
"140,2^3,70^1,14^1"	188																																																																																																																																																																																														
"140,2^3,70^1,10^1"	204																																																																																																																																																																																														
"140,2^5,70^1"	224																																																																																																																																																																																														
"140,2^4,70^1,10^1"	224																																																																																																																																																																																														
"140,2^6,70^1"	252																																																																																																																																																																																														
"140,2^4,70^1,5^1"	290																																																																																																																																																																																														
"140,2^5,70^1,10^1"	292																																																																																																																																																																																														
"140,2^2,70^1,5^1,10^1"	312																																																																																																																																																																																														
"140,2^7,70^1"	316																																																																																																																																																																																														
"140,2^21,5^2"	328																																																																																																																																																																																														
"140,2^5,70^1,35^1"	332																																																																																																																																																																																														
Generation	63																																																																																																																																																																																														
"140,2^14,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,5^1,10^1"	74																																																																																																																																																																																														
"140,2^7,5^1,10^1"	74																																																																																																																																																																																														
"140,2^3,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,70^1"	104																																																																																																																																																																																														
"140,2^13,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^11,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^16,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^14,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^15,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^18,10^1,14^1"	156																																																																																																																																																																																														
"140,2^3,70^1,5^1"	170																																																																																																																																																																																														
"140,2^3,70^1,10^1"	172																																																																																																																																																																																														
"140,2^3,70^1,14^1"	188																																																																																																																																																																																														
"140,2^5,70^1"	224																																																																																																																																																																																														
"140,2^4,70^1,10^1"	224																																																																																																																																																																																														
"140,2^6,70^1"	252																																																																																																																																																																																														
"140,2^4,70^1,5^1"	290																																																																																																																																																																																														
"140,2^5,70^1,10^1"	292																																																																																																																																																																																														
"140,2^2,70^1,5^1,10^1"	312																																																																																																																																																																																														
"140,2^7,70^1"	316																																																																																																																																																																																														
"140,2^21,5^2"	328																																																																																																																																																																																														
"140,2^5,70^1,35^1"	332																																																																																																																																																																																														
Generation	64																																																																																																																																																																																														
"140,2^14,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,5^1,10^1"	74																																																																																																																																																																																														
"140,2^7,5^1,10^1"	74																																																																																																																																																																																														
"140,2^3,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,70^1"	104																																																																																																																																																																																														
"140,2^13,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^11,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^16,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^14,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^15,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^18,10^1,14^1"	156																																																																																																																																																																																														
"140,2^3,70^1,5^1"	170																																																																																																																																																																																														
"140,2^3,70^1,10^1"	172																																																																																																																																																																																														
"140,2^3,70^1,14^1"	188																																																																																																																																																																																														
"140,2^5,70^1"	224																																																																																																																																																																																														
"140,2^4,70^1,10^1"	224																																																																																																																																																																																														
"140,2^6,70^1"	252																																																																																																																																																																																														
"140,2^4,70^1,5^1"	290																																																																																																																																																																																														
"140,2^5,70^1,10^1"	292																																																																																																																																																																																														
"140,2^2,70^1,5^1,10^1"	312																																																																																																																																																																																														
"140,2^7,70^1"	316																																																																																																																																																																																														
"140,2^21,5^2"	328																																																																																																																																																																																														
"140,2^5,70^1,35^1"	332																																																																																																																																																																																														
Generation	65																																																																																																																																																																																														
"140,2^14,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,5^1,10^1"	74																																																																																																																																																																																														
"140,2^7,5^1,10^1"	74																																																																																																																																																																																														
"140,2^3,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,70^1"	104																																																																																																																																																																																														
"140,2^13,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^11,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^16,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^14,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^15,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^18,10^1,14^1"	156																																																																																																																																																																																														
"140,2^3,70^1,5^1"	170																																																																																																																																																																																														
"140,2^3,70^1,10^1"	172																																																																																																																																																																																														
"140,2^3,70^1,14^1"	188																																																																																																																																																																																														
"140,2^5,70^1"	224																																																																																																																																																																																														
"140,2^4,70^1,10^1"	224																																																																																																																																																																																														
"140,2^6,70^1"	252																																																																																																																																																																																														
"140,2^4,70^1,5^1"	290																																																																																																																																																																																														
"140,2^5,70^1,10^1"	292																																																																																																																																																																																														
"140,2^2,70^1,5^1,10^1"	312																																																																																																																																																																																														
"140,2^7,70^1"	316																																																																																																																																																																																														
"140,2^21,5^2"	328																																																																																																																																																																																														
"140,2^5,70^1,35^1"	332																																																																																																																																																																																														
Generation	66																																																																																																																																																																																														
"140,2^14,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,5^1,10^1"	74																																																																																																																																																																																														
"140,2^7,5^1,10^1"	74																																																																																																																																																																																														
"140,2^3,5^1,10^1"	74																																																																																																																																																																																														
"140,2^4,70^1"	104																																																																																																																																																																																														
"140,2^13,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^11,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^16,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^14,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^15,5^1,10^1,14^1"	152																																																																																																																																																																																														
"140,2^18,10^1,14^1"	156																																																																																																																																																																																														
"140,2^3,70^1,5^1"	170																																																																																																																																																																																														
"140,2^3,70^1,10^1"	172																																																																																																																																																																																														
"140,2^3,70^1,14^1"	188																																																																																																																																																																																														
"140,2^5,70^1"	224																																																																																																																																																																																														
"140,2^4,70^1,10^1"	224																																																																																																																																																																																														
"140,2^6,70^1"	252																																																																																																																																																																																														
"140,2^4,70^1,5^1"	290																																																																																																																																																																																														
"140,2^5,70^1,10^1"	292																																																																																																																																																																																														
